"tollgate_id","time_window_month","time_window_day","time_window_hour","time_window_minute","direction","volume"
"3",10,4,3,40,0,11
"3",10,4,3,40,1,5
"1",10,4,3,40,0,11
"1",10,4,3,40,1,10
"3",10,4,4,0,0,14
"3",10,4,4,0,1,6
"1",10,4,4,0,0,7
"1",10,4,4,0,1,9
"3",10,4,4,20,0,16
"3",10,4,4,20,1,5
"1",10,4,4,20,0,10
"1",10,4,4,20,1,16
"3",10,4,4,40,0,9
"3",10,4,4,40,1,3
"1",10,4,4,40,0,13
"1",10,4,4,40,1,12
"3",10,4,5,0,0,12
"3",10,4,5,0,1,8
"1",10,4,5,0,0,18
"1",10,4,5,0,1,13
"2",10,4,5,20,0,1
"3",10,4,5,20,0,18
"3",10,4,5,20,1,8
"1",10,4,5,20,0,27
"1",10,4,5,20,1,20
"3",10,4,5,40,0,30
"3",10,4,5,40,1,8
"1",10,4,5,40,0,30
"1",10,4,5,40,1,14
"3",10,4,6,0,0,34
"3",10,4,6,0,1,6
"1",10,4,6,0,0,40
"1",10,4,6,0,1,12
"2",10,4,6,20,0,2
"3",10,4,6,20,0,41
"3",10,4,6,20,1,18
"1",10,4,6,20,0,58
"1",10,4,6,20,1,24
"2",10,4,6,40,0,2
"3",10,4,6,40,0,90
"3",10,4,6,40,1,11
"1",10,4,6,40,0,82
"1",10,4,6,40,1,27
"2",10,4,7,0,0,6
"3",10,4,7,0,0,99
"3",10,4,7,0,1,6
"1",10,4,7,0,0,102
"1",10,4,7,0,1,21
"2",10,4,7,20,0,5
"3",10,4,7,20,0,94
"3",10,4,7,20,1,15
"1",10,4,7,20,0,123
"1",10,4,7,20,1,24
"2",10,4,7,40,0,7
"3",10,4,7,40,0,111
"3",10,4,7,40,1,19
"1",10,4,7,40,0,135
"1",10,4,7,40,1,20
"2",10,4,8,0,0,4
"3",10,4,8,0,0,123
"3",10,4,8,0,1,15
"1",10,4,8,0,0,175
"1",10,4,8,0,1,26
"2",10,4,8,20,0,8
"3",10,4,8,20,0,132
"3",10,4,8,20,1,20
"1",10,4,8,20,0,192
"1",10,4,8,20,1,20
"2",10,4,8,40,0,8
"3",10,4,8,40,0,171
"3",10,4,8,40,1,35
"1",10,4,8,40,0,215
"1",10,4,8,40,1,23
"2",10,4,9,0,0,10
"3",10,4,9,0,0,170
"3",10,4,9,0,1,26
"1",10,4,9,0,0,232
"1",10,4,9,0,1,26
"2",10,4,9,20,0,9
"3",10,4,9,20,0,149
"3",10,4,9,20,1,25
"1",10,4,9,20,0,207
"1",10,4,9,20,1,20
"2",10,4,9,40,0,11
"3",10,4,9,40,0,108
"3",10,4,9,40,1,23
"1",10,4,9,40,0,229
"1",10,4,9,40,1,23
"2",10,4,10,0,0,14
"3",10,4,10,0,0,109
"3",10,4,10,0,1,17
"1",10,4,10,0,0,241
"1",10,4,10,0,1,11
"2",10,4,10,20,0,10
"3",10,4,10,20,0,141
"3",10,4,10,20,1,25
"1",10,4,10,20,0,213
"1",10,4,10,20,1,23
"2",10,4,10,40,0,10
"3",10,4,10,40,0,139
"3",10,4,10,40,1,20
"1",10,4,10,40,0,224
"1",10,4,10,40,1,27
"2",10,4,11,0,0,13
"3",10,4,11,0,0,122
"3",10,4,11,0,1,16
"1",10,4,11,0,0,176
"1",10,4,11,0,1,18
"2",10,4,11,20,0,11
"3",10,4,11,20,0,112
"3",10,4,11,20,1,16
"1",10,4,11,20,0,164
"1",10,4,11,20,1,18
"2",10,4,11,40,0,8
"3",10,4,11,40,0,106
"3",10,4,11,40,1,23
"1",10,4,11,40,0,151
"1",10,4,11,40,1,12
"2",10,4,12,0,0,13
"3",10,4,12,0,0,117
"3",10,4,12,0,1,22
"1",10,4,12,0,0,140
"1",10,4,12,0,1,15
"2",10,4,12,20,0,9
"3",10,4,12,20,0,107
"3",10,4,12,20,1,19
"1",10,4,12,20,0,141
"1",10,4,12,20,1,19
"2",10,4,12,40,0,5
"3",10,4,12,40,0,134
"3",10,4,12,40,1,27
"1",10,4,12,40,0,167
"1",10,4,12,40,1,22
"2",10,4,13,0,0,8
"3",10,4,13,0,0,143
"3",10,4,13,0,1,8
"1",10,4,13,0,0,163
"1",10,4,13,0,1,24
"2",10,4,13,20,0,16
"3",10,4,13,20,0,147
"3",10,4,13,20,1,26
"1",10,4,13,20,0,173
"1",10,4,13,20,1,25
"2",10,4,13,40,0,8
"3",10,4,13,40,0,154
"3",10,4,13,40,1,30
"1",10,4,13,40,0,138
"1",10,4,13,40,1,21
"2",10,4,14,0,0,15
"3",10,4,14,0,0,162
"3",10,4,14,0,1,23
"1",10,4,14,0,0,191
"1",10,4,14,0,1,22
"2",10,4,14,20,0,10
"3",10,4,14,20,0,173
"3",10,4,14,20,1,29
"1",10,4,14,20,0,174
"1",10,4,14,20,1,23
"2",10,4,14,40,0,21
"3",10,4,14,40,0,149
"3",10,4,14,40,1,25
"1",10,4,14,40,0,196
"1",10,4,14,40,1,16
"2",10,4,15,0,0,16
"3",10,4,15,0,0,155
"3",10,4,15,0,1,19
"1",10,4,15,0,0,200
"1",10,4,15,0,1,23
"2",10,4,15,20,0,12
"3",10,4,15,20,0,149
"3",10,4,15,20,1,28
"1",10,4,15,20,0,215
"1",10,4,15,20,1,20
"2",10,4,15,40,0,13
"3",10,4,15,40,0,134
"3",10,4,15,40,1,24
"1",10,4,15,40,0,189
"1",10,4,15,40,1,26
"2",10,4,16,0,0,19
"3",10,4,16,0,0,133
"3",10,4,16,0,1,16
"1",10,4,16,0,0,199
"1",10,4,16,0,1,25
"2",10,4,16,20,0,13
"3",10,4,16,20,0,142
"3",10,4,16,20,1,15
"1",10,4,16,20,0,224
"1",10,4,16,20,1,16
"2",10,4,16,40,0,12
"3",10,4,16,40,0,170
"3",10,4,16,40,1,20
"1",10,4,16,40,0,216
"1",10,4,16,40,1,19
"2",10,4,17,0,0,19
"3",10,4,17,0,0,127
"3",10,4,17,0,1,8
"1",10,4,17,0,0,205
"1",10,4,17,0,1,12
"2",10,4,17,20,0,15
"3",10,4,17,20,0,95
"3",10,4,17,20,1,7
"1",10,4,17,20,0,193
"1",10,4,17,20,1,18
"2",10,4,17,40,0,8
"3",10,4,17,40,0,111
"3",10,4,17,40,1,18
"1",10,4,17,40,0,173
"1",10,4,17,40,1,14
"2",10,4,18,0,0,6
"3",10,4,18,0,0,112
"3",10,4,18,0,1,15
"1",10,4,18,0,0,131
"1",10,4,18,0,1,14
"2",10,4,18,20,0,9
"3",10,4,18,20,0,85
"3",10,4,18,20,1,11
"1",10,4,18,20,0,107
"1",10,4,18,20,1,11
"2",10,4,18,40,0,7
"3",10,4,18,40,0,94
"3",10,4,18,40,1,7
"1",10,4,18,40,0,111
"1",10,4,18,40,1,11
"2",10,4,19,0,0,7
"3",10,4,19,0,0,106
"3",10,4,19,0,1,18
"1",10,4,19,0,0,130
"1",10,4,19,0,1,11
"2",10,4,19,20,0,5
"3",10,4,19,20,0,77
"3",10,4,19,20,1,12
"1",10,4,19,20,0,115
"1",10,4,19,20,1,9
"2",10,4,19,40,0,8
"3",10,4,19,40,0,98
"3",10,4,19,40,1,15
"1",10,4,19,40,0,123
"1",10,4,19,40,1,9
"2",10,4,20,0,0,7
"3",10,4,20,0,0,63
"3",10,4,20,0,1,9
"1",10,4,20,0,0,109
"1",10,4,20,0,1,4
"2",10,4,20,20,0,3
"3",10,4,20,20,0,70
"3",10,4,20,20,1,8
"1",10,4,20,20,0,126
"1",10,4,20,20,1,6
"2",10,4,20,40,0,6
"3",10,4,20,40,0,65
"3",10,4,20,40,1,10
"1",10,4,20,40,0,86
"1",10,4,20,40,1,11
"2",10,4,21,0,0,2
"3",10,4,21,0,0,69
"3",10,4,21,0,1,5
"1",10,4,21,0,0,80
"1",10,4,21,0,1,5
"2",10,4,21,20,0,5
"3",10,4,21,20,0,56
"3",10,4,21,20,1,7
"1",10,4,21,20,0,52
"1",10,4,21,20,1,10
"3",10,4,21,40,0,48
"3",10,4,21,40,1,11
"1",10,4,21,40,0,47
"1",10,4,21,40,1,7
"2",10,4,22,0,0,1
"3",10,4,22,0,0,31
"3",10,4,22,0,1,3
"1",10,4,22,0,0,45
"1",10,4,22,0,1,6
"2",10,4,22,20,0,1
"3",10,4,22,20,0,21
"3",10,4,22,20,1,5
"1",10,4,22,20,0,39
"1",10,4,22,20,1,7
"2",10,4,22,40,0,3
"3",10,4,22,40,0,25
"3",10,4,22,40,1,6
"1",10,4,22,40,0,27
"1",10,4,22,40,1,3
"2",10,4,23,0,0,1
"3",10,4,23,0,0,36
"3",10,4,23,0,1,4
"1",10,4,23,0,0,28
"1",10,4,23,0,1,4
"3",10,4,23,20,0,34
"3",10,4,23,20,1,5
"1",10,4,23,20,0,16
"1",10,4,23,20,1,6
"3",10,4,23,40,0,15
"3",10,4,23,40,1,4
"1",10,4,23,40,0,21
"1",10,4,23,40,1,6
"3",10,5,0,0,0,18
"3",10,5,0,0,1,41
"1",10,5,0,0,0,31
"1",10,5,0,0,1,33
"3",10,5,0,20,0,15
"3",10,5,0,20,1,39
"1",10,5,0,20,0,18
"1",10,5,0,20,1,14
"3",10,5,0,40,0,17
"3",10,5,0,40,1,15
"1",10,5,0,40,0,16
"1",10,5,0,40,1,17
"2",10,5,1,0,0,1
"3",10,5,1,0,0,22
"3",10,5,1,0,1,1
"1",10,5,1,0,0,6
"1",10,5,1,0,1,3
"2",10,5,1,20,0,1
"3",10,5,1,20,0,27
"3",10,5,1,20,1,2
"1",10,5,1,20,0,12
"1",10,5,1,20,1,4
"2",10,5,1,40,0,1
"3",10,5,1,40,0,23
"3",10,5,1,40,1,4
"1",10,5,1,40,0,7
"1",10,5,1,40,1,6
"3",10,5,2,0,0,18
"3",10,5,2,0,1,5
"1",10,5,2,0,0,9
"1",10,5,2,0,1,5
"3",10,5,2,20,0,22
"3",10,5,2,20,1,3
"1",10,5,2,20,0,13
"1",10,5,2,20,1,6
"3",10,5,2,40,0,22
"3",10,5,2,40,1,2
"1",10,5,2,40,0,3
"1",10,5,2,40,1,5
"3",10,5,3,0,0,19
"3",10,5,3,0,1,4
"1",10,5,3,0,0,11
"1",10,5,3,0,1,5
"3",10,5,3,20,0,12
"3",10,5,3,20,1,1
"1",10,5,3,20,0,5
"1",10,5,3,20,1,8
"3",10,5,3,40,0,7
"3",10,5,3,40,1,8
"1",10,5,3,40,0,6
"1",10,5,3,40,1,11
"2",10,5,4,0,0,1
"3",10,5,4,0,0,17
"3",10,5,4,0,1,1
"1",10,5,4,0,0,10
"1",10,5,4,0,1,5
"2",10,5,4,20,0,1
"3",10,5,4,20,0,15
"3",10,5,4,20,1,2
"1",10,5,4,20,0,11
"1",10,5,4,20,1,7
"2",10,5,4,40,0,2
"3",10,5,4,40,0,14
"3",10,5,4,40,1,13
"1",10,5,4,40,0,22
"1",10,5,4,40,1,14
"3",10,5,5,0,0,17
"3",10,5,5,0,1,6
"1",10,5,5,0,0,25
"1",10,5,5,0,1,14
"3",10,5,5,20,0,16
"3",10,5,5,20,1,5
"1",10,5,5,20,0,23
"1",10,5,5,20,1,18
"3",10,5,5,40,0,25
"3",10,5,5,40,1,9
"1",10,5,5,40,0,41
"1",10,5,5,40,1,18
"2",10,5,6,0,0,2
"3",10,5,6,0,0,40
"3",10,5,6,0,1,13
"1",10,5,6,0,0,43
"1",10,5,6,0,1,18
"2",10,5,6,20,0,2
"3",10,5,6,20,0,68
"3",10,5,6,20,1,20
"1",10,5,6,20,0,67
"1",10,5,6,20,1,28
"3",10,5,6,40,0,87
"3",10,5,6,40,1,14
"1",10,5,6,40,0,86
"1",10,5,6,40,1,26
"2",10,5,7,0,0,5
"3",10,5,7,0,0,104
"3",10,5,7,0,1,15
"1",10,5,7,0,0,87
"1",10,5,7,0,1,23
"2",10,5,7,20,0,4
"3",10,5,7,20,0,105
"3",10,5,7,20,1,14
"1",10,5,7,20,0,102
"1",10,5,7,20,1,20
"2",10,5,7,40,0,3
"3",10,5,7,40,0,121
"3",10,5,7,40,1,12
"1",10,5,7,40,0,130
"1",10,5,7,40,1,22
"2",10,5,8,0,0,12
"3",10,5,8,0,0,150
"3",10,5,8,0,1,20
"1",10,5,8,0,0,130
"1",10,5,8,0,1,16
"2",10,5,8,20,0,15
"3",10,5,8,20,0,150
"3",10,5,8,20,1,22
"1",10,5,8,20,0,192
"1",10,5,8,20,1,22
"2",10,5,8,40,0,10
"3",10,5,8,40,0,157
"3",10,5,8,40,1,24
"1",10,5,8,40,0,182
"1",10,5,8,40,1,24
"2",10,5,9,0,0,5
"3",10,5,9,0,0,149
"3",10,5,9,0,1,35
"1",10,5,9,0,0,165
"1",10,5,9,0,1,15
"2",10,5,9,20,0,14
"3",10,5,9,20,0,170
"3",10,5,9,20,1,34
"1",10,5,9,20,0,188
"1",10,5,9,20,1,29
"2",10,5,9,40,0,10
"3",10,5,9,40,0,104
"3",10,5,9,40,1,20
"1",10,5,9,40,0,166
"1",10,5,9,40,1,29
"2",10,5,10,0,0,2
"3",10,5,10,0,0,120
"3",10,5,10,0,1,16
"1",10,5,10,0,0,179
"1",10,5,10,0,1,19
"2",10,5,10,20,0,10
"3",10,5,10,20,0,105
"3",10,5,10,20,1,36
"1",10,5,10,20,0,212
"1",10,5,10,20,1,22
"2",10,5,10,40,0,15
"3",10,5,10,40,0,153
"3",10,5,10,40,1,28
"1",10,5,10,40,0,223
"1",10,5,10,40,1,12
"2",10,5,11,0,0,20
"3",10,5,11,0,0,173
"3",10,5,11,0,1,22
"1",10,5,11,0,0,181
"1",10,5,11,0,1,23
"2",10,5,11,20,0,11
"3",10,5,11,20,0,140
"3",10,5,11,20,1,28
"1",10,5,11,20,0,180
"1",10,5,11,20,1,14
"2",10,5,11,40,0,11
"3",10,5,11,40,0,80
"3",10,5,11,40,1,13
"1",10,5,11,40,0,142
"1",10,5,11,40,1,16
"2",10,5,12,0,0,10
"3",10,5,12,0,0,89
"3",10,5,12,0,1,29
"1",10,5,12,0,0,173
"1",10,5,12,0,1,22
"2",10,5,12,20,0,5
"3",10,5,12,20,0,122
"3",10,5,12,20,1,17
"1",10,5,12,20,0,131
"1",10,5,12,20,1,23
"2",10,5,12,40,0,8
"3",10,5,12,40,0,150
"3",10,5,12,40,1,25
"1",10,5,12,40,0,167
"1",10,5,12,40,1,32
"2",10,5,13,0,0,8
"3",10,5,13,0,0,137
"3",10,5,13,0,1,32
"1",10,5,13,0,0,162
"1",10,5,13,0,1,15
"2",10,5,13,20,0,13
"3",10,5,13,20,0,140
"3",10,5,13,20,1,35
"1",10,5,13,20,0,177
"1",10,5,13,20,1,23
"2",10,5,13,40,0,13
"3",10,5,13,40,0,145
"3",10,5,13,40,1,32
"1",10,5,13,40,0,178
"1",10,5,13,40,1,21
"2",10,5,14,0,0,22
"3",10,5,14,0,0,135
"3",10,5,14,0,1,32
"1",10,5,14,0,0,222
"1",10,5,14,0,1,12
"2",10,5,14,20,0,12
"3",10,5,14,20,0,141
"3",10,5,14,20,1,33
"1",10,5,14,20,0,184
"1",10,5,14,20,1,16
"2",10,5,14,40,0,18
"3",10,5,14,40,0,184
"3",10,5,14,40,1,32
"1",10,5,14,40,0,198
"1",10,5,14,40,1,22
"2",10,5,15,0,0,14
"3",10,5,15,0,0,148
"3",10,5,15,0,1,19
"1",10,5,15,0,0,239
"1",10,5,15,0,1,24
"2",10,5,15,20,0,11
"3",10,5,15,20,0,191
"3",10,5,15,20,1,18
"1",10,5,15,20,0,217
"1",10,5,15,20,1,17
"2",10,5,15,40,0,13
"3",10,5,15,40,0,169
"3",10,5,15,40,1,21
"1",10,5,15,40,0,191
"1",10,5,15,40,1,21
"2",10,5,16,0,0,20
"3",10,5,16,0,0,175
"3",10,5,16,0,1,29
"1",10,5,16,0,0,253
"1",10,5,16,0,1,18
"2",10,5,16,20,0,20
"3",10,5,16,20,0,149
"3",10,5,16,20,1,26
"1",10,5,16,20,0,246
"1",10,5,16,20,1,17
"2",10,5,16,40,0,19
"3",10,5,16,40,0,176
"3",10,5,16,40,1,14
"1",10,5,16,40,0,205
"1",10,5,16,40,1,19
"2",10,5,17,0,0,23
"3",10,5,17,0,0,154
"3",10,5,17,0,1,8
"1",10,5,17,0,0,163
"1",10,5,17,0,1,10
"2",10,5,17,20,0,16
"3",10,5,17,20,0,129
"3",10,5,17,20,1,16
"1",10,5,17,20,0,179
"1",10,5,17,20,1,16
"2",10,5,17,40,0,12
"3",10,5,17,40,0,108
"3",10,5,17,40,1,12
"1",10,5,17,40,0,215
"1",10,5,17,40,1,17
"2",10,5,18,0,0,10
"3",10,5,18,0,0,111
"3",10,5,18,0,1,10
"1",10,5,18,0,0,189
"1",10,5,18,0,1,12
"2",10,5,18,20,0,12
"3",10,5,18,20,0,99
"3",10,5,18,20,1,5
"1",10,5,18,20,0,175
"1",10,5,18,20,1,18
"2",10,5,18,40,0,5
"3",10,5,18,40,0,99
"3",10,5,18,40,1,9
"1",10,5,18,40,0,128
"1",10,5,18,40,1,10
"2",10,5,19,0,0,4
"3",10,5,19,0,0,100
"3",10,5,19,0,1,13
"1",10,5,19,0,0,107
"1",10,5,19,0,1,10
"3",10,5,19,20,0,68
"3",10,5,19,20,1,13
"1",10,5,19,20,0,162
"1",10,5,19,20,1,2
"3",10,5,19,40,0,83
"3",10,5,19,40,1,11
"1",10,5,19,40,0,140
"1",10,5,19,40,1,6
"2",10,5,20,0,0,9
"3",10,5,20,0,0,94
"3",10,5,20,0,1,12
"1",10,5,20,0,0,152
"1",10,5,20,0,1,10
"2",10,5,20,20,0,10
"3",10,5,20,20,0,84
"3",10,5,20,20,1,13
"1",10,5,20,20,0,149
"1",10,5,20,20,1,14
"2",10,5,20,40,0,6
"3",10,5,20,40,0,90
"3",10,5,20,40,1,12
"1",10,5,20,40,0,145
"1",10,5,20,40,1,5
"2",10,5,21,0,0,7
"3",10,5,21,0,0,96
"3",10,5,21,0,1,10
"1",10,5,21,0,0,125
"1",10,5,21,0,1,1
"2",10,5,21,20,0,7
"3",10,5,21,20,0,80
"3",10,5,21,20,1,5
"1",10,5,21,20,0,93
"1",10,5,21,20,1,5
"2",10,5,21,40,0,4
"3",10,5,21,40,0,53
"3",10,5,21,40,1,7
"1",10,5,21,40,0,52
"1",10,5,21,40,1,9
"2",10,5,22,0,0,4
"3",10,5,22,0,0,44
"3",10,5,22,0,1,2
"1",10,5,22,0,0,43
"1",10,5,22,0,1,3
"2",10,5,22,20,0,2
"3",10,5,22,20,0,42
"3",10,5,22,20,1,2
"1",10,5,22,20,0,43
"1",10,5,22,20,1,3
"2",10,5,22,40,0,1
"3",10,5,22,40,0,34
"3",10,5,22,40,1,7
"1",10,5,22,40,0,43
"1",10,5,22,40,1,5
"2",10,5,23,0,0,1
"3",10,5,23,0,0,11
"3",10,5,23,0,1,2
"1",10,5,23,0,0,27
"1",10,5,23,0,1,3
"3",10,5,23,20,0,4
"3",10,5,23,20,1,4
"1",10,5,23,20,0,23
"1",10,5,23,20,1,6
"3",10,5,23,40,0,20
"3",10,5,23,40,1,7
"1",10,5,23,40,0,26
"1",10,5,23,40,1,4
"3",10,6,0,0,0,23
"3",10,6,0,0,1,38
"1",10,6,0,0,0,21
"1",10,6,0,0,1,36
"3",10,6,0,20,0,15
"3",10,6,0,20,1,31
"1",10,6,0,20,0,22
"1",10,6,0,20,1,23
"3",10,6,0,40,0,26
"3",10,6,0,40,1,36
"1",10,6,0,40,0,17
"1",10,6,0,40,1,7
"2",10,6,1,0,0,1
"3",10,6,1,0,0,29
"3",10,6,1,0,1,2
"1",10,6,1,0,0,13
"1",10,6,1,0,1,6
"3",10,6,1,20,0,22
"3",10,6,1,20,1,2
"1",10,6,1,20,0,10
"1",10,6,1,20,1,3
"2",10,6,1,40,0,1
"3",10,6,1,40,0,12
"3",10,6,1,40,1,1
"1",10,6,1,40,0,9
"1",10,6,1,40,1,2
"3",10,6,2,0,0,10
"3",10,6,2,0,1,4
"1",10,6,2,0,0,13
"1",10,6,2,0,1,6
"3",10,6,2,20,0,17
"3",10,6,2,20,1,2
"1",10,6,2,20,0,3
"1",10,6,2,20,1,6
"3",10,6,2,40,0,22
"3",10,6,2,40,1,2
"1",10,6,2,40,0,9
"1",10,6,2,40,1,7
"3",10,6,3,0,0,11
"3",10,6,3,0,1,5
"1",10,6,3,0,0,17
"1",10,6,3,0,1,3
"3",10,6,3,20,0,16
"3",10,6,3,20,1,3
"1",10,6,3,20,0,9
"1",10,6,3,20,1,8
"3",10,6,3,40,0,11
"3",10,6,3,40,1,2
"1",10,6,3,40,0,16
"1",10,6,3,40,1,8
"3",10,6,4,0,0,16
"3",10,6,4,0,1,1
"1",10,6,4,0,0,8
"1",10,6,4,0,1,7
"3",10,6,4,20,0,10
"3",10,6,4,20,1,6
"1",10,6,4,20,0,16
"1",10,6,4,20,1,10
"3",10,6,4,40,0,16
"3",10,6,4,40,1,9
"1",10,6,4,40,0,13
"1",10,6,4,40,1,9
"2",10,6,5,0,0,1
"3",10,6,5,0,0,19
"3",10,6,5,0,1,13
"1",10,6,5,0,0,28
"1",10,6,5,0,1,18
"3",10,6,5,20,0,20
"3",10,6,5,20,1,9
"1",10,6,5,20,0,26
"1",10,6,5,20,1,21
"3",10,6,5,40,0,36
"3",10,6,5,40,1,8
"1",10,6,5,40,0,28
"1",10,6,5,40,1,20
"2",10,6,6,0,0,1
"3",10,6,6,0,0,39
"3",10,6,6,0,1,13
"1",10,6,6,0,0,46
"1",10,6,6,0,1,23
"2",10,6,6,20,0,1
"3",10,6,6,20,0,57
"3",10,6,6,20,1,10
"1",10,6,6,20,0,53
"1",10,6,6,20,1,22
"2",10,6,6,40,0,2
"3",10,6,6,40,0,73
"3",10,6,6,40,1,20
"1",10,6,6,40,0,72
"1",10,6,6,40,1,34
"2",10,6,7,0,0,3
"3",10,6,7,0,0,109
"3",10,6,7,0,1,22
"1",10,6,7,0,0,80
"1",10,6,7,0,1,14
"2",10,6,7,20,0,7
"3",10,6,7,20,0,131
"3",10,6,7,20,1,17
"1",10,6,7,20,0,114
"1",10,6,7,20,1,21
"2",10,6,7,40,0,13
"3",10,6,7,40,0,127
"3",10,6,7,40,1,16
"1",10,6,7,40,0,135
"1",10,6,7,40,1,18
"2",10,6,8,0,0,8
"3",10,6,8,0,0,124
"3",10,6,8,0,1,21
"1",10,6,8,0,0,122
"1",10,6,8,0,1,18
"2",10,6,8,20,0,7
"3",10,6,8,20,0,148
"3",10,6,8,20,1,18
"1",10,6,8,20,0,150
"1",10,6,8,20,1,21
"2",10,6,8,40,0,19
"3",10,6,8,40,0,129
"3",10,6,8,40,1,25
"1",10,6,8,40,0,170
"1",10,6,8,40,1,14
"2",10,6,9,0,0,16
"3",10,6,9,0,0,140
"3",10,6,9,0,1,28
"1",10,6,9,0,0,160
"1",10,6,9,0,1,20
"2",10,6,9,20,0,12
"3",10,6,9,20,0,169
"3",10,6,9,20,1,19
"1",10,6,9,20,0,189
"1",10,6,9,20,1,27
"2",10,6,9,40,0,12
"3",10,6,9,40,0,162
"3",10,6,9,40,1,28
"1",10,6,9,40,0,173
"1",10,6,9,40,1,23
"2",10,6,10,0,0,17
"3",10,6,10,0,0,157
"3",10,6,10,0,1,29
"1",10,6,10,0,0,178
"1",10,6,10,0,1,22
"2",10,6,10,20,0,9
"3",10,6,10,20,0,123
"3",10,6,10,20,1,28
"1",10,6,10,20,0,132
"1",10,6,10,20,1,32
"2",10,6,10,40,0,7
"3",10,6,10,40,0,91
"3",10,6,10,40,1,30
"1",10,6,10,40,0,130
"1",10,6,10,40,1,28
"2",10,6,11,0,0,18
"3",10,6,11,0,0,105
"3",10,6,11,0,1,21
"1",10,6,11,0,0,147
"1",10,6,11,0,1,23
"2",10,6,11,20,0,12
"3",10,6,11,20,0,95
"3",10,6,11,20,1,21
"1",10,6,11,20,0,135
"1",10,6,11,20,1,12
"2",10,6,11,40,0,6
"3",10,6,11,40,0,109
"3",10,6,11,40,1,16
"1",10,6,11,40,0,147
"1",10,6,11,40,1,34
"2",10,6,12,0,0,8
"3",10,6,12,0,0,99
"3",10,6,12,0,1,39
"1",10,6,12,0,0,113
"1",10,6,12,0,1,30
"2",10,6,12,20,0,9
"3",10,6,12,20,0,87
"3",10,6,12,20,1,25
"1",10,6,12,20,0,139
"1",10,6,12,20,1,14
"2",10,6,12,40,0,11
"3",10,6,12,40,0,92
"3",10,6,12,40,1,28
"1",10,6,12,40,0,140
"1",10,6,12,40,1,22
"2",10,6,13,0,0,11
"3",10,6,13,0,0,124
"3",10,6,13,0,1,38
"1",10,6,13,0,0,168
"1",10,6,13,0,1,31
"2",10,6,13,20,0,23
"3",10,6,13,20,0,110
"3",10,6,13,20,1,25
"1",10,6,13,20,0,192
"1",10,6,13,20,1,30
"2",10,6,13,40,0,14
"3",10,6,13,40,0,105
"3",10,6,13,40,1,30
"1",10,6,13,40,0,200
"1",10,6,13,40,1,20
"2",10,6,14,0,0,16
"3",10,6,14,0,0,111
"3",10,6,14,0,1,28
"1",10,6,14,0,0,202
"1",10,6,14,0,1,20
"2",10,6,14,20,0,13
"3",10,6,14,20,0,129
"3",10,6,14,20,1,19
"1",10,6,14,20,0,201
"1",10,6,14,20,1,20
"2",10,6,14,40,0,13
"3",10,6,14,40,0,129
"3",10,6,14,40,1,25
"1",10,6,14,40,0,201
"1",10,6,14,40,1,24
"2",10,6,15,0,0,25
"3",10,6,15,0,0,140
"3",10,6,15,0,1,23
"1",10,6,15,0,0,224
"1",10,6,15,0,1,12
"2",10,6,15,20,0,15
"3",10,6,15,20,0,97
"3",10,6,15,20,1,30
"1",10,6,15,20,0,209
"1",10,6,15,20,1,22
"2",10,6,15,40,0,10
"3",10,6,15,40,0,113
"3",10,6,15,40,1,21
"1",10,6,15,40,0,193
"1",10,6,15,40,1,22
"2",10,6,16,0,0,18
"3",10,6,16,0,0,104
"3",10,6,16,0,1,17
"1",10,6,16,0,0,201
"1",10,6,16,0,1,26
"2",10,6,16,20,0,22
"3",10,6,16,20,0,112
"3",10,6,16,20,1,19
"1",10,6,16,20,0,211
"1",10,6,16,20,1,23
"2",10,6,16,40,0,11
"3",10,6,16,40,0,95
"3",10,6,16,40,1,20
"1",10,6,16,40,0,170
"1",10,6,16,40,1,15
"2",10,6,17,0,0,18
"3",10,6,17,0,0,105
"3",10,6,17,0,1,17
"1",10,6,17,0,0,196
"1",10,6,17,0,1,12
"2",10,6,17,20,0,11
"3",10,6,17,20,0,106
"3",10,6,17,20,1,10
"1",10,6,17,20,0,163
"1",10,6,17,20,1,16
"2",10,6,17,40,0,11
"3",10,6,17,40,0,100
"3",10,6,17,40,1,16
"1",10,6,17,40,0,154
"1",10,6,17,40,1,19
"2",10,6,18,0,0,14
"3",10,6,18,0,0,91
"3",10,6,18,0,1,12
"1",10,6,18,0,0,157
"1",10,6,18,0,1,15
"2",10,6,18,20,0,5
"3",10,6,18,20,0,80
"3",10,6,18,20,1,12
"1",10,6,18,20,0,130
"1",10,6,18,20,1,10
"2",10,6,18,40,0,8
"3",10,6,18,40,0,62
"3",10,6,18,40,1,3
"1",10,6,18,40,0,140
"1",10,6,18,40,1,17
"2",10,6,19,0,0,11
"3",10,6,19,0,0,64
"3",10,6,19,0,1,10
"1",10,6,19,0,0,156
"1",10,6,19,0,1,2
"2",10,6,19,20,0,9
"3",10,6,19,20,0,90
"3",10,6,19,20,1,10
"1",10,6,19,20,0,140
"1",10,6,19,20,1,11
"2",10,6,19,40,0,14
"3",10,6,19,40,0,125
"3",10,6,19,40,1,9
"1",10,6,19,40,0,133
"1",10,6,19,40,1,13
"2",10,6,20,0,0,10
"3",10,6,20,0,0,102
"3",10,6,20,0,1,8
"1",10,6,20,0,0,145
"1",10,6,20,0,1,12
"2",10,6,20,20,0,4
"3",10,6,20,20,0,109
