"time_window","gate_dir",vehicle_model[0],vehicle_model[1],vehicle_model[2],vehicle_model[3],vehicle_model[4],vehicle_model[5],vehicle_model[6],vehicle_model[7],has_etc[0],has_etc[1],vehicle_type[0],vehicle_type[1],no_type,total_volume,working_day
"[2016-10-12 17:00:00,2016-10-12 17:20:00)","3","0","92","18","0","1","0","0","0","79","32","0","0","111","111","1"
"[2016-10-12 17:00:00,2016-10-12 17:20:00)","4","0","93","4","1","0","1","0","0","78","21","92","7","0","99","1"
"[2016-09-24 14:20:00,2016-09-24 14:40:00)","0","0","48","6","0","1","0","0","0","40","15","0","0","55","55","0"
"[2016-09-24 14:20:00,2016-09-24 14:40:00)","1","0","76","6","1","2","2","0","0","71","16","59","28","0","87","0"
"[2016-09-24 14:20:00,2016-09-24 14:40:00)","2","0","81","6","0","0","0","0","0","74","13","0","0","87","87","0"
"[2016-09-24 14:20:00,2016-09-24 14:40:00)","3","0","96","15","2","3","0","0","0","84","32","0","0","116","116","0"
"[2016-09-24 14:20:00,2016-09-24 14:40:00)","4","0","90","5","2","2","2","0","0","76","25","86","15","0","101","0"
"[2016-09-22 16:00:00,2016-09-22 16:20:00)","0","0","56","2","0","0","0","0","0","45","13","0","0","58","58","1"
"[2016-09-22 16:00:00,2016-09-22 16:20:00)","1","0","94","5","2","1","0","0","0","77","25","87","15","0","102","1"
"[2016-09-22 16:00:00,2016-09-22 16:20:00)","2","0","43","8","0","0","0","0","0","43","8","0","0","51","51","1"
"[2016-09-22 16:00:00,2016-09-22 16:20:00)","3","0","80","25","0","1","0","0","0","89","17","0","0","106","106","1"
"[2016-09-22 16:00:00,2016-09-22 16:20:00)","4","0","82","2","1","0","4","0","0","60","29","82","7","0","89","1"
"[2016-10-14 13:00:00,2016-10-14 13:20:00)","0","0","55","2","1","0","0","0","0","42","16","0","0","58","58","1"
"[2016-10-14 13:00:00,2016-10-14 13:20:00)","1","0","86","8","2","1","2","0","0","86","13","67","32","0","99","1"
"[2016-10-14 13:00:00,2016-10-14 13:20:00)","2","0","69","9","2","0","0","0","0","55","25","0","0","80","80","1"
"[2016-10-14 13:00:00,2016-10-14 13:20:00)","3","0","95","26","0","3","0","0","0","89","35","0","0","124","124","1"
"[2016-10-14 13:00:00,2016-10-14 13:20:00)","4","0","127","12","1","0","1","0","0","106","35","120","21","0","141","1"
"[2016-09-21 04:40:00,2016-09-21 05:00:00)","0","0","6","2","0","0","3","0","0","11","0","0","0","11","11","1"
"[2016-09-21 04:40:00,2016-09-21 05:00:00)","1","0","13","1","1","0","3","0","0","18","0","4","14","0","18","1"
"[2016-09-21 04:40:00,2016-09-21 05:00:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-09-21 04:40:00,2016-09-21 05:00:00)","3","0","11","2","0","0","1","0","1","14","1","0","0","15","15","1"
"[2016-09-21 04:40:00,2016-09-21 05:00:00)","4","0","2","1","0","0","2","0","0","5","0","0","5","0","5","1"
"[2016-10-12 06:20:00,2016-10-12 06:40:00)","0","0","11","6","0","0","0","0","0","16","1","0","0","17","17","1"
"[2016-10-12 06:20:00,2016-10-12 06:40:00)","1","0","32","10","2","0","2","0","1","42","5","22","25","0","47","1"
"[2016-10-12 06:20:00,2016-10-12 06:40:00)","2","0","19","8","0","0","0","0","0","22","5","0","0","27","27","1"
"[2016-10-12 06:20:00,2016-10-12 06:40:00)","3","0","42","8","0","0","0","0","0","34","16","0","0","50","50","1"
"[2016-10-12 06:20:00,2016-10-12 06:40:00)","4","0","24","6","3","0","2","0","0","32","3","16","19","0","35","1"
"[2016-10-13 09:40:00,2016-10-13 10:00:00)","0","0","54","5","0","0","0","0","0","43","16","0","0","59","59","1"
"[2016-10-13 09:40:00,2016-10-13 10:00:00)","1","0","97","6","3","3","5","0","0","88","26","93","21","0","114","1"
"[2016-10-13 09:40:00,2016-10-13 10:00:00)","2","0","57","20","0","0","0","0","0","66","11","0","0","77","77","1"
"[2016-10-13 09:40:00,2016-10-13 10:00:00)","3","0","106","23","1","1","0","0","0","103","28","0","0","131","131","1"
"[2016-10-13 09:40:00,2016-10-13 10:00:00)","4","0","86","4","1","2","1","0","0","67","27","82","12","0","94","1"
"[2016-09-22 16:20:00,2016-09-22 16:40:00)","0","0","50","1","0","1","0","0","0","39","13","0","0","52","52","1"
"[2016-09-22 16:20:00,2016-09-22 16:40:00)","1","0","92","6","2","3","1","0","0","77","27","81","23","0","104","1"
"[2016-09-22 16:20:00,2016-09-22 16:40:00)","2","0","81","11","0","1","0","0","0","72","21","0","0","93","93","1"
"[2016-09-22 16:20:00,2016-09-22 16:40:00)","3","0","107","24","0","1","0","0","0","103","29","0","0","132","132","1"
"[2016-09-22 16:20:00,2016-09-22 16:40:00)","4","0","75","9","2","1","0","0","0","65","22","79","8","0","87","1"
"[2016-10-10 04:00:00,2016-10-10 04:20:00)","0","0","1","0","0","0","1","0","0","2","0","0","0","2","2","1"
"[2016-10-10 04:00:00,2016-10-10 04:20:00)","1","0","10","0","1","0","4","0","0","13","2","4","11","0","15","1"
"[2016-10-10 04:00:00,2016-10-10 04:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-10 04:00:00,2016-10-10 04:20:00)","3","0","5","0","6","0","1","0","0","11","1","0","0","12","12","1"
"[2016-10-10 04:00:00,2016-10-10 04:20:00)","4","0","3","0","0","0","0","0","0","3","0","1","2","0","3","1"
"[2016-10-04 02:20:00,2016-10-04 02:40:00)","0","5","0","2","0","0","1","0","0","8","0","0","0","8","8","1"
"[2016-10-04 02:20:00,2016-10-04 02:40:00)","1","0","2","1","0","0","1","0","0","4","0","0","4","0","4","1"
"[2016-10-04 02:20:00,2016-10-04 02:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-04 02:20:00,2016-10-04 02:40:00)","3","7","5","0","0","0","1","0","0","13","0","0","0","13","13","1"
"[2016-10-04 02:20:00,2016-10-04 02:40:00)","4","0","0","0","1","0","5","0","0","6","0","0","6","0","6","1"
"[2016-10-09 14:00:00,2016-10-09 14:20:00)","0","0","45","2","1","0","0","0","0","36","12","0","0","48","48","0"
"[2016-10-09 14:00:00,2016-10-09 14:20:00)","1","0","80","8","5","0","3","0","0","80","16","71","25","0","96","0"
"[2016-10-09 14:00:00,2016-10-09 14:20:00)","2","0","54","8","0","0","0","0","2","49","15","0","0","64","64","0"
"[2016-10-09 14:00:00,2016-10-09 14:20:00)","3","0","84","19","1","2","0","0","0","81","25","0","0","106","106","0"
"[2016-10-09 14:00:00,2016-10-09 14:20:00)","4","0","112","3","1","2","2","0","0","91","29","104","16","0","120","0"
"[2016-10-10 20:40:00,2016-10-10 21:00:00)","0","0","14","3","0","0","0","0","0","13","4","0","0","17","17","1"
"[2016-10-10 20:40:00,2016-10-10 21:00:00)","1","0","36","2","0","0","1","0","0","31","8","30","9","0","39","1"
"[2016-10-10 20:40:00,2016-10-10 21:00:00)","2","0","23","3","0","0","0","0","0","20","6","0","0","26","26","1"
"[2016-10-10 20:40:00,2016-10-10 21:00:00)","3","0","30","10","0","0","0","0","0","28","12","0","0","40","40","1"
"[2016-10-10 20:40:00,2016-10-10 21:00:00)","4","0","41","1","1","0","1","0","0","24","20","41","3","0","44","1"
"[2016-10-11 16:40:00,2016-10-11 17:00:00)","0","0","38","3","0","1","0","0","0","33","9","0","0","42","42","1"
"[2016-10-11 16:40:00,2016-10-11 17:00:00)","1","0","89","5","4","4","1","0","0","81","22","80","23","0","103","1"
"[2016-10-11 16:40:00,2016-10-11 17:00:00)","2","0","60","14","0","0","0","0","0","58","16","0","0","74","74","1"
"[2016-10-11 16:40:00,2016-10-11 17:00:00)","3","0","99","22","0","0","0","0","0","85","36","0","0","121","121","1"
"[2016-10-11 16:40:00,2016-10-11 17:00:00)","4","0","77","6","2","1","1","0","0","64","23","78","9","0","87","1"
"[2016-09-23 16:40:00,2016-09-23 17:00:00)","0","0","43","1","0","0","0","0","0","25","19","0","0","44","44","1"
"[2016-09-23 16:40:00,2016-09-23 17:00:00)","1","0","100","5","2","4","1","0","1","78","35","98","15","0","113","1"
"[2016-09-23 16:40:00,2016-09-23 17:00:00)","2","0","102","8","0","0","0","0","0","89","21","0","0","110","110","1"
"[2016-09-23 16:40:00,2016-09-23 17:00:00)","3","0","116","28","1","1","0","0","0","114","32","0","0","146","146","1"
"[2016-09-23 16:40:00,2016-09-23 17:00:00)","4","0","131","4","1","0","1","0","0","104","33","126","11","0","137","1"
"[2016-10-06 15:00:00,2016-10-06 15:20:00)","0","195","19","7","0","0","3","0","0","218","6","0","0","224","224","1"
"[2016-10-06 15:00:00,2016-10-06 15:20:00)","1","0","9","2","1","0","0","0","0","7","5","5","7","0","12","1"
"[2016-10-06 15:00:00,2016-10-06 15:20:00)","2","0","22","1","2","0","0","0","0","0","25","0","0","25","25","1"
"[2016-10-06 15:00:00,2016-10-06 15:20:00)","3","115","20","5","0","0","0","0","0","128","12","0","0","140","140","1"
"[2016-10-06 15:00:00,2016-10-06 15:20:00)","4","0","18","2","1","0","2","0","0","4","19","19","4","0","23","1"
"[2016-09-19 18:20:00,2016-09-19 18:40:00)","0","0","25","2","0","0","0","0","0","22","5","0","0","27","27","1"
"[2016-09-19 18:20:00,2016-09-19 18:40:00)","1","0","83","7","0","1","3","0","0","64","30","81","13","0","94","1"
"[2016-09-19 18:20:00,2016-09-19 18:40:00)","2","0","48","2","0","0","0","0","0","35","15","0","0","50","50","1"
"[2016-09-19 18:20:00,2016-09-19 18:40:00)","3","0","38","15","2","1","0","0","0","46","10","0","0","56","56","1"
"[2016-09-19 18:20:00,2016-09-19 18:40:00)","4","0","69","1","3","0","5","0","0","54","24","66","12","0","78","1"
"[2016-09-28 23:00:00,2016-09-28 23:20:00)","0","0","11","0","0","0","0","0","0","11","0","0","0","11","11","1"
"[2016-09-28 23:00:00,2016-09-28 23:20:00)","1","0","5","0","1","0","0","0","0","5","1","4","2","0","6","1"
"[2016-09-28 23:00:00,2016-09-28 23:20:00)","2","0","4","0","1","1","0","0","0","0","6","0","0","6","6","1"
"[2016-09-28 23:00:00,2016-09-28 23:20:00)","3","0","19","6","0","0","0","0","0","18","7","0","0","25","25","1"
"[2016-09-28 23:00:00,2016-09-28 23:20:00)","4","0","12","0","0","0","0","0","0","11","1","12","0","0","12","1"
"[2016-10-06 16:20:00,2016-10-06 16:40:00)","0","181","17","2","4","3","4","0","0","206","5","0","0","211","211","1"
"[2016-10-06 16:20:00,2016-10-06 16:40:00)","1","0","17","3","2","1","0","0","0","13","10","11","12","0","23","1"
"[2016-10-06 16:20:00,2016-10-06 16:40:00)","2","0","21","0","0","1","0","0","0","0","22","0","0","22","22","1"
"[2016-10-06 16:20:00,2016-10-06 16:40:00)","3","78","23","3","0","2","6","0","0","99","13","0","0","112","112","1"
"[2016-10-06 16:20:00,2016-10-06 16:40:00)","4","0","18","0","1","0","0","0","0","7","12","14","5","0","19","1"
"[2016-10-06 19:20:00,2016-10-06 19:40:00)","0","123","7","5","2","1","2","0","0","138","2","0","0","140","140","1"
"[2016-10-06 19:20:00,2016-10-06 19:40:00)","1","0","9","1","0","0","1","0","0","5","6","6","5","0","11","1"
"[2016-10-06 19:20:00,2016-10-06 19:40:00)","2","0","8","0","1","0","0","0","0","0","9","0","0","9","9","1"
"[2016-10-06 19:20:00,2016-10-06 19:40:00)","3","63","17","5","4","0","1","0","0","79","11","0","0","90","90","1"
"[2016-10-06 19:20:00,2016-10-06 19:40:00)","4","0","3","4","1","0","2","0","0","8","2","3","7","0","10","1"
"[2016-09-30 01:20:00,2016-09-30 01:40:00)","0","0","5","3","1","0","0","0","0","9","0","0","0","9","9","1"
"[2016-09-30 01:20:00,2016-09-30 01:40:00)","1","0","4","1","1","0","0","0","0","5","1","4","2","0","6","1"
"[2016-09-30 01:20:00,2016-09-30 01:40:00)","2","0","2","0","0","0","0","0","0","0","2","0","0","2","2","1"
"[2016-09-30 01:20:00,2016-09-30 01:40:00)","3","0","18","1","0","0","0","0","0","17","2","0","0","19","19","1"
"[2016-09-30 01:20:00,2016-09-30 01:40:00)","4","0","9","0","0","0","0","0","0","7","2","9","0","0","9","1"
"[2016-10-04 13:20:00,2016-10-04 13:40:00)","0","152","14","4","1","0","2","0","0","166","7","0","0","173","173","1"
"[2016-10-04 13:20:00,2016-10-04 13:40:00)","1","0","15","3","3","2","1","0","1","18","7","8","17","0","25","1"
"[2016-10-04 13:20:00,2016-10-04 13:40:00)","2","0","13","0","3","0","0","0","0","0","16","0","0","16","16","1"
"[2016-10-04 13:20:00,2016-10-04 13:40:00)","3","113","22","2","7","3","0","0","0","136","11","0","0","147","147","1"
"[2016-10-04 13:20:00,2016-10-04 13:40:00)","4","0","25","1","0","0","0","0","0","11","15","16","10","0","26","1"
"[2016-10-04 19:20:00,2016-10-04 19:40:00)","0","100","6","4","2","1","2","0","0","113","2","0","0","115","115","1"
"[2016-10-04 19:20:00,2016-10-04 19:40:00)","1","0","5","1","1","2","0","0","0","5","4","4","5","0","9","1"
"[2016-10-04 19:20:00,2016-10-04 19:40:00)","2","0","5","0","0","0","0","0","0","0","5","0","0","5","5","1"
"[2016-10-04 19:20:00,2016-10-04 19:40:00)","3","61","10","3","1","0","2","0","0","70","7","0","0","77","77","1"
"[2016-10-04 19:20:00,2016-10-04 19:40:00)","4","0","9","2","1","0","0","0","0","6","6","7","5","0","12","1"
"[2016-10-07 16:40:00,2016-10-07 17:00:00)","0","153","19","4","0","1","2","0","0","168","11","0","0","179","179","1"
"[2016-10-07 16:40:00,2016-10-07 17:00:00)","1","0","12","1","1","1","1","0","0","5","11","12","4","0","16","1"
"[2016-10-07 16:40:00,2016-10-07 17:00:00)","2","0","9","0","4","0","0","0","0","0","13","0","0","13","13","1"
"[2016-10-07 16:40:00,2016-10-07 17:00:00)","3","98","26","5","3","1","1","0","0","121","13","0","0","134","134","1"
"[2016-10-07 16:40:00,2016-10-07 17:00:00)","4","0","18","3","4","0","1","0","0","11","15","16","10","0","26","1"
"[2016-10-04 06:40:00,2016-10-04 07:00:00)","0","72","3","0","3","1","3","0","0","80","2","0","0","82","82","1"
"[2016-10-04 06:40:00,2016-10-04 07:00:00)","1","0","18","6","0","1","2","0","0","24","3","4","23","0","27","1"
"[2016-10-04 06:40:00,2016-10-04 07:00:00)","2","0","2","0","0","0","0","0","0","0","2","0","0","2","2","1"
"[2016-10-04 06:40:00,2016-10-04 07:00:00)","3","69","14","2","4","1","0","0","0","83","7","0","0","90","90","1"
"[2016-10-04 06:40:00,2016-10-04 07:00:00)","4","0","6","1","3","0","1","0","0","9","2","2","9","0","11","1"
"[2016-10-17 04:00:00,2016-10-17 04:20:00)","0","0","4","3","0","1","6","0","0","14","0","0","0","14","14","1"
"[2016-10-17 04:00:00,2016-10-17 04:20:00)","1","0","11","0","1","0","1","0","0","12","1","6","7","0","13","1"
"[2016-10-17 04:00:00,2016-10-17 04:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-10-17 04:00:00,2016-10-17 04:20:00)","3","0","11","3","0","0","1","0","0","14","1","0","0","15","15","1"
"[2016-10-17 04:00:00,2016-10-17 04:20:00)","4","0","3","0","2","0","2","0","0","6","1","3","4","0","7","1"
"[2016-10-05 21:40:00,2016-10-05 22:00:00)","0","40","11","1","0","0","0","0","0","45","7","0","0","52","52","1"
"[2016-10-05 21:40:00,2016-10-05 22:00:00)","1","0","3","2","1","1","2","0","0","7","2","2","7","0","9","1"
"[2016-10-05 21:40:00,2016-10-05 22:00:00)","2","0","4","0","0","0","0","0","0","0","4","0","0","4","4","1"
"[2016-10-05 21:40:00,2016-10-05 22:00:00)","3","45","3","3","1","0","1","0","0","52","1","0","0","53","53","1"
"[2016-10-05 21:40:00,2016-10-05 22:00:00)","4","0","5","0","0","0","2","0","0","3","4","4","3","0","7","1"
"[2016-10-15 06:20:00,2016-10-15 06:40:00)","0","0","15","4","0","0","0","0","0","18","1","0","0","19","19","0"
"[2016-10-15 06:20:00,2016-10-15 06:40:00)","1","0","31","4","3","1","5","0","0","38","6","20","24","0","44","0"
"[2016-10-15 06:20:00,2016-10-15 06:40:00)","2","0","7","6","0","0","0","0","0","9","4","0","0","13","13","0"
"[2016-10-15 06:20:00,2016-10-15 06:40:00)","3","0","32","10","0","0","0","0","0","33","9","0","0","42","42","0"
"[2016-10-15 06:20:00,2016-10-15 06:40:00)","4","0","25","10","4","0","0","0","0","37","2","19","20","0","39","0"
"[2016-10-09 11:40:00,2016-10-09 12:00:00)","0","0","23","3","0","0","0","0","0","19","7","0","0","26","26","0"
"[2016-10-09 11:40:00,2016-10-09 12:00:00)","1","0","71","11","3","1","2","0","0","69","19","57","31","0","88","0"
"[2016-10-09 11:40:00,2016-10-09 12:00:00)","2","0","51","10","0","0","0","0","0","46","15","0","0","61","61","0"
"[2016-10-09 11:40:00,2016-10-09 12:00:00)","3","0","58","15","0","1","0","0","0","57","17","0","0","74","74","0"
"[2016-10-09 11:40:00,2016-10-09 12:00:00)","4","0","73","2","4","0","2","0","0","62","19","67","14","0","81","0"
"[2016-09-30 16:40:00,2016-09-30 17:00:00)","0","0","112","4","0","1","0","0","0","96","21","0","0","117","117","1"
"[2016-09-30 16:40:00,2016-09-30 17:00:00)","1","0","91","6","2","1","2","0","0","71","31","82","20","0","102","1"
"[2016-09-30 16:40:00,2016-09-30 17:00:00)","2","0","137","6","0","0","0","0","0","103","40","0","0","143","143","1"
"[2016-09-30 16:40:00,2016-09-30 17:00:00)","3","0","166","38","0","1","0","0","0","156","49","0","0","205","205","1"
"[2016-09-30 16:40:00,2016-09-30 17:00:00)","4","0","96","2","5","1","2","0","0","80","26","97","9","0","106","1"
"[2016-10-15 01:00:00,2016-10-15 01:20:00)","0","0","7","1","0","1","0","0","0","8","1","0","0","9","9","0"
"[2016-10-15 01:00:00,2016-10-15 01:20:00)","1","0","10","3","0","0","0","0","0","12","1","9","4","0","13","0"
"[2016-10-15 01:00:00,2016-10-15 01:20:00)","2","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0"
"[2016-10-15 01:00:00,2016-10-15 01:20:00)","3","1","22","0","1","0","0","0","0","24","0","0","0","24","24","0"
"[2016-10-15 01:00:00,2016-10-15 01:20:00)","4","0","8","3","0","0","0","0","0","9","2","8","3","0","11","0"
"[2016-10-03 18:20:00,2016-10-03 18:40:00)","0","82","9","3","1","1","0","0","0","91","5","0","0","96","96","1"
"[2016-10-03 18:20:00,2016-10-03 18:40:00)","1","0","9","1","0","0","0","0","0","4","6","6","4","0","10","1"
"[2016-10-03 18:20:00,2016-10-03 18:40:00)","2","0","9","0","0","0","0","0","0","0","9","0","0","9","9","1"
"[2016-10-03 18:20:00,2016-10-03 18:40:00)","3","61","14","1","0","1","1","0","0","69","9","0","0","78","78","1"
"[2016-10-03 18:20:00,2016-10-03 18:40:00)","4","0","14","2","2","0","2","0","0","7","13","14","6","0","20","1"
"[2016-09-28 12:00:00,2016-09-28 12:20:00)","0","0","75","6","2","0","4","0","0","73","14","0","0","87","87","1"
"[2016-09-28 12:00:00,2016-09-28 12:20:00)","1","0","71","11","2","1","2","0","0","65","22","63","24","0","87","1"
"[2016-09-28 12:00:00,2016-09-28 12:20:00)","2","0","16","1","0","1","0","0","0","1","17","0","0","18","18","1"
"[2016-09-28 12:00:00,2016-09-28 12:20:00)","3","0","58","21","1","2","0","0","0","64","18","0","0","82","82","1"
"[2016-09-28 12:00:00,2016-09-28 12:20:00)","4","0","91","8","2","0","5","0","0","83","23","84","22","0","106","1"
"[2016-09-27 10:20:00,2016-09-27 10:40:00)","0","0","29","6","0","0","0","0","0","27","8","0","0","35","35","1"
"[2016-09-27 10:20:00,2016-09-27 10:40:00)","1","0","63","11","5","0","9","0","1","75","14","55","34","0","89","1"
"[2016-09-27 10:20:00,2016-09-27 10:40:00)","2","0","57","9","0","0","0","0","0","46","20","0","0","66","66","1"
"[2016-09-27 10:20:00,2016-09-27 10:40:00)","3","0","84","32","1","1","0","0","0","90","28","0","0","118","118","1"
"[2016-09-27 10:20:00,2016-09-27 10:40:00)","4","0","63","4","0","1","1","0","0","56","13","54","15","0","69","1"
"[2016-10-05 12:00:00,2016-10-05 12:20:00)","0","139","21","3","4","0","6","0","0","162","11","0","0","173","173","1"
"[2016-10-05 12:00:00,2016-10-05 12:20:00)","1","0","11","9","0","2","0","0","0","18","4","4","18","0","22","1"
"[2016-10-05 12:00:00,2016-10-05 12:20:00)","2","0","9","0","0","1","0","0","0","0","10","0","0","10","10","1"
"[2016-10-05 12:00:00,2016-10-05 12:20:00)","3","71","8","4","2","4","0","0","0","80","9","0","0","89","89","1"
"[2016-10-05 12:00:00,2016-10-05 12:20:00)","4","0","20","5","2","2","0","0","0","10","19","19","10","0","29","1"
"[2016-10-02 06:00:00,2016-10-02 06:20:00)","0","58","3","1","0","2","0","0","0","64","0","0","0","64","64","0"
"[2016-10-02 06:00:00,2016-10-02 06:20:00)","1","0","9","0","1","0","0","0","0","7","3","3","7","0","10","0"
"[2016-10-02 06:00:00,2016-10-02 06:20:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[2016-10-02 06:00:00,2016-10-02 06:20:00)","3","30","5","1","0","0","0","0","0","34","2","0","0","36","36","0"
"[2016-10-02 06:00:00,2016-10-02 06:20:00)","4","0","3","0","1","0","0","0","0","3","1","1","3","0","4","0"
"[2016-10-14 06:20:00,2016-10-14 06:40:00)","0","0","18","2","0","0","0","0","0","15","5","0","0","20","20","1"
"[2016-10-14 06:20:00,2016-10-14 06:40:00)","1","0","35","7","5","0","1","0","0","41","7","24","24","0","48","1"
"[2016-10-14 06:20:00,2016-10-14 06:40:00)","2","0","37","8","0","0","0","0","0","36","9","0","0","45","45","1"
"[2016-10-14 06:20:00,2016-10-14 06:40:00)","3","0","25","12","0","1","0","0","0","31","7","0","0","38","38","1"
"[2016-10-14 06:20:00,2016-10-14 06:40:00)","4","0","18","10","1","2","3","0","0","29","5","14","20","0","34","1"
"[2016-10-14 20:40:00,2016-10-14 21:00:00)","0","0","22","7","0","0","0","0","0","27","2","0","0","29","29","1"
"[2016-10-14 20:40:00,2016-10-14 21:00:00)","1","0","46","2","0","0","2","0","0","38","12","42","8","0","50","1"
"[2016-10-14 20:40:00,2016-10-14 21:00:00)","2","0","33","5","0","0","0","0","0","26","12","0","0","38","38","1"
"[2016-10-14 20:40:00,2016-10-14 21:00:00)","3","0","37","16","0","0","0","0","0","47","6","0","0","53","53","1"
"[2016-10-14 20:40:00,2016-10-14 21:00:00)","4","0","45","2","1","1","1","0","0","37","13","43","7","0","50","1"
"[2016-09-30 23:20:00,2016-09-30 23:40:00)","0","0","67","1","0","0","2","0","0","60","10","0","0","70","70","1"
"[2016-09-30 23:20:00,2016-09-30 23:40:00)","1","0","13","0","0","0","1","0","0","10","4","11","3","0","14","1"
"[2016-09-30 23:20:00,2016-09-30 23:40:00)","2","0","7","0","0","0","0","0","0","2","5","0","0","7","7","1"
"[2016-09-30 23:20:00,2016-09-30 23:40:00)","3","0","41","5","0","0","1","0","1","38","10","0","0","48","48","1"
"[2016-09-30 23:20:00,2016-09-30 23:40:00)","4","0","11","1","0","0","1","0","0","7","6","11","2","0","13","1"
"[2016-09-26 22:00:00,2016-09-26 22:20:00)","0","0","8","2","0","0","0","0","0","8","2","0","0","10","10","1"
"[2016-09-26 22:00:00,2016-09-26 22:20:00)","1","0","8","1","0","0","0","0","0","7","2","6","3","0","9","1"
"[2016-09-26 22:00:00,2016-09-26 22:20:00)","2","0","23","4","0","0","0","0","0","18","9","0","0","27","27","1"
"[2016-09-26 22:00:00,2016-09-26 22:20:00)","3","0","23","7","0","0","0","0","0","25","5","0","0","30","30","1"
"[2016-09-26 22:00:00,2016-09-26 22:20:00)","4","0","19","0","0","0","0","0","0","16","3","18","1","0","19","1"
"[2016-09-20 02:20:00,2016-09-20 02:40:00)","0","0","4","2","1","0","2","0","0","7","2","0","0","9","9","1"
"[2016-09-20 02:20:00,2016-09-20 02:40:00)","1","0","6","0","4","0","2","0","0","11","1","4","8","0","12","1"
"[2016-09-20 02:20:00,2016-09-20 02:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"[2016-09-20 02:20:00,2016-09-20 02:40:00)","3","0","15","0","1","0","1","0","0","17","0","0","0","17","17","1"
"[2016-09-20 02:20:00,2016-09-20 02:40:00)","4","0","2","1","0","0","1","0","0","3","1","2","2","0","4","1"
"[2016-09-24 03:20:00,2016-09-24 03:40:00)","0","0","9","1","0","0","0","0","0","9","1","0","0","10","10","0"
"[2016-09-24 03:20:00,2016-09-24 03:40:00)","1","0","18","5","0","0","0","0","0","20","3","8","15","0","23","0"
"[2016-09-24 03:20:00,2016-09-24 03:40:00)","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[2016-09-24 03:20:00,2016-09-24 03:40:00)","3","0","10","0","0","0","1","0","0","11","0","0","0","11","11","0"
"[2016-09-24 03:20:00,2016-09-24 03:40:00)","4","0","1","1","0","0","2","0","0","3","1","1","3","0","4","0"
"[2016-09-24 14:00:00,2016-09-24 14:20:00)","0","0","51","2","2","1","0","0","0","35","21","0","0","56","56","0"
"[2016-09-24 14:00:00,2016-09-24 14:20:00)","1","0","70","11","2","2","3","0","0","64","24","65","23","0","88","0"
"[2016-09-24 14:00:00,2016-09-24 14:20:00)","2","1","65","7","0","1","0","0","0","66","8","0","0","74","74","0"
"[2016-09-24 14:00:00,2016-09-24 14:20:00)","3","0","100","20","0","2","0","0","0","99","23","0","0","122","122","0"
"[2016-09-24 14:00:00,2016-09-24 14:20:00)","4","0","83","4","1","2","3","0","0","73","20","81","12","0","93","0"
"[2016-09-29 17:40:00,2016-09-29 18:00:00)","0","0","29","1","0","0","0","0","0","18","12","0","0","30","30","1"
"[2016-09-29 17:40:00,2016-09-29 18:00:00)","1","0","113","8","1","5","1","0","2","80","50","107","23","0","130","1"
"[2016-09-29 17:40:00,2016-09-29 18:00:00)","2","0","62","7","0","1","0","0","1","54","17","0","0","71","71","1"
"[2016-09-29 17:40:00,2016-09-29 18:00:00)","3","0","77","13","0","0","0","0","0","65","25","0","0","90","90","1"
"[2016-09-29 17:40:00,2016-09-29 18:00:00)","4","0","102","6","1","0","2","0","0","84","27","99","12","0","111","1"
"[2016-10-09 08:00:00,2016-10-09 08:20:00)","0","0","42","3","1","0","0","0","0","30","16","0","0","46","46","0"
"[2016-10-09 08:00:00,2016-10-09 08:20:00)","1","0","101","7","3","2","3","0","1","90","27","92","25","0","117","0"
"[2016-10-09 08:00:00,2016-10-09 08:20:00)","2","0","120","4","0","1","0","0","0","93","32","0","0","125","125","0"
"[2016-10-09 08:00:00,2016-10-09 08:20:00)","3","0","123","12","0","1","0","0","0","94","42","0","0","136","136","0"
"[2016-10-09 08:00:00,2016-10-09 08:20:00)","4","0","107","4","1","0","0","0","0","74","38","103","9","0","112","0"
"[2016-10-14 19:20:00,2016-10-14 19:40:00)","0","0","34","2","0","0","0","0","0","29","7","0","0","36","36","1"
"[2016-10-14 19:20:00,2016-10-14 19:40:00)","1","0","57","2","1","0","4","0","0","53","11","55","9","0","64","1"
"[2016-10-14 19:20:00,2016-10-14 19:40:00)","2","0","45","7","0","0","0","0","0","34","18","0","0","52","52","1"
"[2016-10-14 19:20:00,2016-10-14 19:40:00)","3","0","53","25","0","1","0","0","0","59","20","0","0","79","79","1"
"[2016-10-14 19:20:00,2016-10-14 19:40:00)","4","0","49","1","0","0","1","0","0","42","9","50","1","0","51","1"
"[2016-09-28 17:20:00,2016-09-28 17:40:00)","0","0","33","3","0","1","0","0","0","25","12","0","0","37","37","1"
