tollgate_id,time_window,direction,volume,start_time,date,time,day_of_week,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,week_day_7,is_weekend,month,day,hour,minute,time_win_label,lengthSum,widthSum,lanesSum,laneWidthSum,intersectionNum,linkNum,vehicle_model[0]_2h_ago,vehicle_model[1]_2h_ago,vehicle_model[2]_2h_ago,vehicle_model[3]_2h_ago,vehicle_model[4]_2h_ago,vehicle_model[5]_2h_ago,vehicle_model[6]_2h_ago,vehicle_model[7]_2h_ago,has_etc[0]_2h_ago,has_etc[1]_2h_ago,working_day_2h_ago,total_volume_2h_ago,vehicle_model[0]_1d2h_ago,vehicle_model[1]_1d2h_ago,vehicle_model[2]_1d2h_ago,vehicle_model[3]_1d2h_ago,vehicle_model[4]_1d2h_ago,vehicle_model[5]_1d2h_ago,vehicle_model[6]_1d2h_ago,vehicle_model[7]_1d2h_ago,has_etc[0]_1d2h_ago,has_etc[1]_1d2h_ago,working_day_1d2h_ago,total_volume_1d2h_ago,total_volume
1.0,"[2016-10-09 07:00:00,2016-10-09 07:20:00)",0.0,26.0,2016-10-09 07:00:00,2016-10-09,07:00:00,7,0,0,0,0,0,0,1,1,10,9,7,0,21,2371,150,50,63,2,21,0,1,3,0,0,0,0,0,4,0,1,4,0,2,0,0,0,0,0,0,2,0,1,2,26
1.0,"[2016-10-09 07:00:00,2016-10-09 07:20:00)",1.0,66.0,2016-10-09 07:00:00,2016-10-09,07:00:00,7,0,0,0,0,0,0,1,1,10,9,7,0,21,2371,150,50,63,2,21,0,23,3,2,0,3,0,0,31,0,1,31,0,17,3,1,0,2,0,0,23,0,1,23,66
1.0,"[2016-10-09 07:20:00,2016-10-09 07:40:00)",0.0,25.0,2016-10-09 07:20:00,2016-10-09,07:20:00,7,0,0,0,0,0,0,1,1,10,9,7,20,22,2371,150,50,63,2,21,0,6,1,0,0,0,0,0,6,1,1,7,0,2,0,0,0,0,0,0,2,0,1,2,25
1.0,"[2016-10-09 07:20:00,2016-10-09 07:40:00)",1.0,81.0,2016-10-09 07:20:00,2016-10-09,07:20:00,7,0,0,0,0,0,0,1,1,10,9,7,20,22,2371,150,50,63,2,21,0,19,1,4,0,0,0,0,24,0,1,24,0,16,6,1,0,3,0,0,26,0,1,26,81
2.0,"[2016-10-09 07:20:00,2016-10-09 07:40:00)",0.0,99.0,2016-10-09 07:20:00,2016-10-09,07:20:00,7,0,0,0,0,0,0,1,1,10,9,7,20,22,384,42,14,18,1,6,0,7,1,0,0,0,0,0,7,1,1,8,0,8,6,0,0,0,0,0,12,2,1,14,99
3.0,"[2016-10-09 07:20:00,2016-10-09 07:40:00)",0.0,109.0,2016-10-09 07:20:00,2016-10-09,07:20:00,7,0,0,0,0,0,0,1,1,10,9,7,20,22,2535,162,54,63,3,21,0,4,6,0,0,0,0,0,9,1,1,10,0,5,6,0,0,0,0,0,9,2,1,11,109
3.0,"[2016-10-09 07:20:00,2016-10-09 07:40:00)",1.0,62.0,2016-10-09 07:20:00,2016-10-09,07:20:00,7,0,0,0,0,0,0,1,1,10,9,7,20,22,2535,162,54,63,3,21,0,7,1,0,0,1,0,0,7,2,1,9,0,3,0,0,0,1,0,0,4,0,1,4,62
1.0,"[2016-10-09 07:40:00,2016-10-09 08:00:00)",0.0,33.0,2016-10-09 07:40:00,2016-10-09,07:40:00,7,0,0,0,0,0,0,1,1,10,9,7,40,23,2371,150,50,63,2,21,0,9,1,0,0,0,0,0,6,4,1,10,0,6,1,0,0,0,0,0,6,1,1,7,33
1.0,"[2016-10-09 07:40:00,2016-10-09 08:00:00)",1.0,93.0,2016-10-09 07:40:00,2016-10-09,07:40:00,7,0,0,0,0,0,0,1,1,10,9,7,40,23,2371,150,50,63,2,21,0,21,5,2,1,4,0,0,32,1,1,33,0,17,2,3,0,1,0,0,20,3,1,23,93
3.0,"[2016-10-09 07:40:00,2016-10-09 08:00:00)",0.0,110.0,2016-10-09 07:40:00,2016-10-09,07:40:00,7,0,0,0,0,0,0,1,1,10,9,7,40,23,2535,162,54,63,3,21,0,15,6,0,0,0,0,0,17,4,1,21,0,11,6,0,0,0,0,0,14,3,1,17,110
3.0,"[2016-10-09 07:40:00,2016-10-09 08:00:00)",1.0,80.0,2016-10-09 07:40:00,2016-10-09,07:40:00,7,0,0,0,0,0,0,1,1,10,9,7,40,23,2535,162,54,63,3,21,0,14,2,3,1,3,0,0,21,2,1,23,0,10,2,2,0,3,0,0,16,1,1,17,80
2.0,"[2016-10-09 07:40:00,2016-10-09 08:00:00)",0.0,100.0,2016-10-09 07:40:00,2016-10-09,07:40:00,7,0,0,0,0,0,0,1,1,10,9,7,40,23,384,42,14,18,1,6,0,14,4,0,0,0,0,0,13,5,1,18,0,5,4,0,0,0,0,0,8,1,1,9,100
2.0,"[2016-10-09 08:00:00,2016-10-09 08:20:00)",0.0,125.0,2016-10-09 08:00:00,2016-10-09,08:00:00,7,0,0,0,0,0,0,1,1,10,9,8,0,24,384,42,14,18,1,6,0,24,5,0,0,0,0,0,24,5,1,29,0,18,7,0,0,0,0,0,21,4,1,25,125
3.0,"[2016-10-09 08:00:00,2016-10-09 08:20:00)",0.0,136.0,2016-10-09 08:00:00,2016-10-09,08:00:00,7,0,0,0,0,0,0,1,1,10,9,8,0,24,2535,162,54,63,3,21,0,15,6,0,0,0,0,0,18,3,1,21,0,22,5,0,0,0,0,0,21,6,1,27,136
3.0,"[2016-10-09 08:00:00,2016-10-09 08:20:00)",1.0,112.0,2016-10-09 08:00:00,2016-10-09,08:00:00,7,0,0,0,0,0,0,1,1,10,9,8,0,24,2535,162,54,63,3,21,0,10,3,0,0,3,0,0,13,3,1,16,0,8,2,1,0,0,0,0,9,2,1,11,112
1.0,"[2016-10-09 08:00:00,2016-10-09 08:20:00)",0.0,46.0,2016-10-09 08:00:00,2016-10-09,08:00:00,7,0,0,0,0,0,0,1,1,10,9,8,0,24,2371,150,50,63,2,21,0,5,3,0,0,0,0,0,6,2,1,8,0,8,1,0,0,0,0,0,7,2,1,9,46
1.0,"[2016-10-09 08:00:00,2016-10-09 08:20:00)",1.0,117.0,2016-10-09 08:00:00,2016-10-09,08:00:00,7,0,0,0,0,0,0,1,1,10,9,8,0,24,2371,150,50,63,2,21,0,24,3,1,0,5,0,0,28,5,1,33,0,20,3,3,0,3,0,1,25,5,1,30,117
1.0,"[2016-10-09 08:20:00,2016-10-09 08:40:00)",0.0,39.0,2016-10-09 08:20:00,2016-10-09,08:20:00,7,0,0,0,0,0,0,1,1,10,9,8,20,25,2371,150,50,63,2,21,0,6,3,0,0,0,0,0,8,1,1,9,0,11,1,0,0,0,0,0,8,4,1,12,39
1.0,"[2016-10-09 08:20:00,2016-10-09 08:40:00)",1.0,121.0,2016-10-09 08:20:00,2016-10-09,08:20:00,7,0,0,0,0,0,0,1,1,10,9,8,20,25,2371,150,50,63,2,21,0,27,7,4,0,3,0,0,38,3,1,41,0,26,8,2,0,1,0,1,31,7,1,38,121
2.0,"[2016-10-09 08:20:00,2016-10-09 08:40:00)",0.0,114.0,2016-10-09 08:20:00,2016-10-09,08:20:00,7,0,0,0,0,0,0,1,1,10,9,8,20,25,384,42,14,18,1,6,0,23,8,0,0,0,0,0,26,5,1,31,0,23,4,0,0,0,0,0,23,4,1,27,114
3.0,"[2016-10-09 08:20:00,2016-10-09 08:40:00)",0.0,156.0,2016-10-09 08:20:00,2016-10-09,08:20:00,7,0,0,0,0,0,0,1,1,10,9,8,20,25,2535,162,54,63,3,21,0,31,15,0,0,0,0,0,38,8,1,46,0,44,12,0,0,0,0,0,41,15,1,56,156
3.0,"[2016-10-09 08:20:00,2016-10-09 08:40:00)",1.0,109.0,2016-10-09 08:20:00,2016-10-09,08:20:00,7,0,0,0,0,0,0,1,1,10,9,8,20,25,2535,162,54,63,3,21,0,25,4,3,0,1,0,0,27,6,1,33,0,18,7,3,0,0,0,0,25,3,1,28,109
1.0,"[2016-10-09 08:40:00,2016-10-09 09:00:00)",0.0,35.0,2016-10-09 08:40:00,2016-10-09,08:40:00,7,0,0,0,0,0,0,1,1,10,9,8,40,26,2371,150,50,63,2,21,0,10,4,2,1,0,0,0,13,4,1,17,0,11,5,2,1,0,0,0,13,6,1,19,35
1.0,"[2016-10-09 08:40:00,2016-10-09 09:00:00)",1.0,103.0,2016-10-09 08:40:00,2016-10-09,08:40:00,7,0,0,0,0,0,0,1,1,10,9,8,40,26,2371,150,50,63,2,21,0,38,4,10,1,0,0,0,43,10,1,53,0,52,7,1,2,5,0,0,55,12,1,67,103
3.0,"[2016-10-09 08:40:00,2016-10-09 09:00:00)",0.0,145.0,2016-10-09 08:40:00,2016-10-09,08:40:00,7,0,0,0,0,0,0,1,1,10,9,8,40,26,2535,162,54,63,3,21,1,57,13,2,2,0,0,0,46,29,1,75,1,56,9,1,2,0,0,0,41,28,1,69,145
3.0,"[2016-10-09 08:40:00,2016-10-09 09:00:00)",1.0,105.0,2016-10-09 08:40:00,2016-10-09,08:40:00,7,0,0,0,0,0,0,1,1,10,9,8,40,26,2535,162,54,63,3,21,0,36,4,2,2,2,0,0,29,17,1,46,0,34,3,2,0,0,0,0,29,10,1,39,105
2.0,"[2016-10-09 08:40:00,2016-10-09 09:00:00)",0.0,113.0,2016-10-09 08:40:00,2016-10-09,08:40:00,7,0,0,0,0,0,0,1,1,10,9,8,40,26,384,42,14,18,1,6,0,40,5,0,0,0,0,0,35,10,1,45,0,32,5,0,0,0,0,0,25,12,1,37,113
1.0,"[2016-10-09 09:00:00,2016-10-09 09:20:00)",0.0,45.0,2016-10-09 09:00:00,2016-10-09,09:00:00,7,0,0,0,0,0,0,1,1,10,9,9,0,27,2371,150,50,63,2,21,0,20,5,0,1,0,0,0,16,10,1,26,0,16,4,0,1,0,0,0,11,10,1,21,45
1.0,"[2016-10-09 09:00:00,2016-10-09 09:20:00)",1.0,127.0,2016-10-09 09:00:00,2016-10-09,09:00:00,7,0,0,0,0,0,0,1,1,10,9,9,0,27,2371,150,50,63,2,21,0,49,7,3,2,3,0,2,51,15,1,66,0,54,8,1,0,3,0,0,54,12,1,66,127
2.0,"[2016-10-09 09:00:00,2016-10-09 09:20:00)",0.0,125.0,2016-10-09 09:00:00,2016-10-09,09:00:00,7,0,0,0,0,0,0,1,1,10,9,9,0,27,384,42,14,18,1,6,0,56,4,0,1,0,0,0,33,28,1,61,0,65,6,0,1,0,0,0,39,33,1,72,125
3.0,"[2016-10-09 09:00:00,2016-10-09 09:20:00)",0.0,128.0,2016-10-09 09:00:00,2016-10-09,09:00:00,7,0,0,0,0,0,0,1,1,10,9,9,0,27,2535,162,54,63,3,21,0,81,19,1,6,0,0,0,73,34,1,107,0,102,14,1,3,0,0,0,76,44,1,120,128
3.0,"[2016-10-09 09:00:00,2016-10-09 09:20:00)",1.0,109.0,2016-10-09 09:00:00,2016-10-09,09:00:00,7,0,0,0,0,0,0,1,1,10,9,9,0,27,2535,162,54,63,3,21,0,40,6,0,1,1,0,0,39,9,1,48,0,58,1,0,0,0,0,0,43,16,1,59,109
1.0,"[2016-10-09 09:20:00,2016-10-09 09:40:00)",0.0,41.0,2016-10-09 09:20:00,2016-10-09,09:20:00,7,0,0,0,0,0,0,1,1,10,9,9,20,28,2371,150,50,63,2,21,0,24,1,0,0,0,0,0,12,13,1,25,0,31,4,1,0,0,0,0,25,11,1,36,41
1.0,"[2016-10-09 09:20:00,2016-10-09 09:40:00)",1.0,93.0,2016-10-09 09:20:00,2016-10-09,09:20:00,7,0,0,0,0,0,0,1,1,10,9,9,20,28,2371,150,50,63,2,21,0,70,7,2,1,1,0,0,62,19,1,81,0,75,5,2,3,4,0,0,61,28,1,89,93
2.0,"[2016-10-09 09:20:00,2016-10-09 09:40:00)",0.0,94.0,2016-10-09 09:20:00,2016-10-09,09:20:00,7,0,0,0,0,0,0,1,1,10,9,9,20,28,384,42,14,18,1,6,0,94,4,1,0,0,0,0,52,47,1,99,0,74,2,1,0,0,0,0,38,39,1,77,94
3.0,"[2016-10-09 09:20:00,2016-10-09 09:40:00)",0.0,122.0,2016-10-09 09:20:00,2016-10-09,09:20:00,7,0,0,0,0,0,0,1,1,10,9,9,20,28,2535,162,54,63,3,21,0,94,13,1,1,0,0,0,74,35,1,109,0,110,11,2,1,0,0,0,81,43,1,124,122
3.0,"[2016-10-09 09:20:00,2016-10-09 09:40:00)",1.0,102.0,2016-10-09 09:20:00,2016-10-09,09:20:00,7,0,0,0,0,0,0,1,1,10,9,9,20,28,2535,162,54,63,3,21,0,59,0,1,0,2,0,0,45,17,1,62,0,74,4,0,0,1,0,0,55,24,1,79,102
1.0,"[2016-10-09 09:40:00,2016-10-09 10:00:00)",0.0,41.0,2016-10-09 09:40:00,2016-10-09,09:40:00,7,0,0,0,0,0,0,1,1,10,9,9,40,29,2371,150,50,63,2,21,0,32,1,0,0,0,0,0,21,12,1,33,0,25,1,1,0,0,0,0,17,10,1,27,41
1.0,"[2016-10-09 09:40:00,2016-10-09 10:00:00)",1.0,75.0,2016-10-09 09:40:00,2016-10-09,09:40:00,7,0,0,0,0,0,0,1,1,10,9,9,40,29,2371,150,50,63,2,21,0,77,6,9,1,0,0,0,66,27,1,93,0,82,5,2,1,4,0,0,69,25,1,94,75
2.0,"[2016-10-09 09:40:00,2016-10-09 10:00:00)",0.0,80.0,2016-10-09 09:40:00,2016-10-09,09:40:00,7,0,0,0,0,0,0,1,1,10,9,9,40,29,384,42,14,18,1,6,0,91,9,0,0,0,0,0,63,37,1,100,1,91,5,0,0,0,0,0,57,40,1,97,80
3.0,"[2016-10-09 09:40:00,2016-10-09 10:00:00)",0.0,97.0,2016-10-09 09:40:00,2016-10-09,09:40:00,7,0,0,0,0,0,0,1,1,10,9,9,40,29,2535,162,54,63,3,21,0,101,9,0,0,0,0,0,73,37,1,110,0,140,7,0,2,0,0,0,101,48,1,149,97
3.0,"[2016-10-09 09:40:00,2016-10-09 10:00:00)",1.0,82.0,2016-10-09 09:40:00,2016-10-09,09:40:00,7,0,0,0,0,0,0,1,1,10,9,9,40,29,2535,162,54,63,3,21,0,75,4,1,0,0,0,0,61,19,1,80,0,99,3,2,0,1,0,0,79,26,1,105,82
2.0,"[2016-10-09 10:00:00,2016-10-09 10:20:00)",0.0,66.0,2016-10-09 10:00:00,2016-10-09,10:00:00,7,0,0,0,0,0,0,1,1,10,9,10,0,30,384,42,14,18,1,6,0,120,4,0,1,0,0,0,93,32,1,125,0,97,9,0,0,0,0,0,74,32,1,106,66
3.0,"[2016-10-09 10:00:00,2016-10-09 10:20:00)",0.0,100.0,2016-10-09 10:00:00,2016-10-09,10:00:00,7,0,0,0,0,0,0,1,1,10,9,10,0,30,2535,162,54,63,3,21,0,123,12,0,1,0,0,0,94,42,1,136,0,125,10,0,2,0,0,0,94,43,1,137,100
3.0,"[2016-10-09 10:00:00,2016-10-09 10:20:00)",1.0,82.0,2016-10-09 10:00:00,2016-10-09,10:00:00,7,0,0,0,0,0,0,1,1,10,9,10,0,30,2535,162,54,63,3,21,0,107,4,1,0,0,0,0,74,38,1,112,0,122,5,0,0,1,0,0,86,42,1,128,82
1.0,"[2016-10-09 10:00:00,2016-10-09 10:20:00)",0.0,28.0,2016-10-09 10:00:00,2016-10-09,10:00:00,7,0,0,0,0,0,0,1,1,10,9,10,0,30,2371,150,50,63,2,21,0,42,3,1,0,0,0,0,30,16,1,46,0,27,4,0,0,0,0,0,18,13,1,31,28
1.0,"[2016-10-09 10:00:00,2016-10-09 10:20:00)",1.0,73.0,2016-10-09 10:00:00,2016-10-09,10:00:00,7,0,0,0,0,0,0,1,1,10,9,10,0,30,2371,150,50,63,2,21,0,101,7,3,2,3,0,1,90,27,1,117,0,88,5,0,1,2,0,0,64,32,1,96,73
2.0,"[2016-10-09 10:20:00,2016-10-09 10:40:00)",0.0,79.0,2016-10-09 10:20:00,2016-10-09,10:20:00,7,0,0,0,0,0,0,1,1,10,9,10,20,31,384,42,14,18,1,6,0,101,12,1,0,0,0,0,82,32,1,114,0,91,2,0,0,0,0,0,58,35,1,93,79
3.0,"[2016-10-09 10:20:00,2016-10-09 10:40:00)",0.0,89.0,2016-10-09 10:20:00,2016-10-09,10:20:00,7,0,0,0,0,0,0,1,1,10,9,10,20,31,2535,162,54,63,3,21,1,139,16,0,0,0,0,0,99,57,1,156,0,133,19,0,0,0,0,0,108,44,1,152,89
3.0,"[2016-10-09 10:20:00,2016-10-09 10:40:00)",1.0,81.0,2016-10-09 10:20:00,2016-10-09,10:20:00,7,0,0,0,0,0,0,1,1,10,9,10,20,31,2535,162,54,63,3,21,0,101,4,4,0,0,0,0,77,32,1,109,0,122,5,2,0,0,0,0,89,40,1,129,81
1.0,"[2016-10-09 10:20:00,2016-10-09 10:40:00)",0.0,40.0,2016-10-09 10:20:00,2016-10-09,10:20:00,7,0,0,0,0,0,0,1,1,10,9,10,20,31,2371,150,50,63,2,21,0,37,2,0,0,0,0,0,28,11,1,39,0,37,1,1,0,0,0,0,30,9,1,39,40
1.0,"[2016-10-09 10:20:00,2016-10-09 10:40:00)",1.0,98.0,2016-10-09 10:20:00,2016-10-09,10:20:00,7,0,0,0,0,0,0,1,1,10,9,10,20,31,2371,150,50,63,2,21,0,107,6,2,3,3,0,0,91,30,1,121,0,109,3,3,1,1,0,0,94,23,1,117,98
3.0,"[2016-10-09 10:40:00,2016-10-09 11:00:00)",0.0,106.0,2016-10-09 10:40:00,2016-10-09,10:40:00,7,0,0,0,0,0,0,1,1,10,9,10,40,32,2535,162,54,63,3,21,0,126,17,1,1,0,0,0,106,39,1,145,0,131,12,1,1,0,0,0,98,47,1,145,106
3.0,"[2016-10-09 10:40:00,2016-10-09 11:00:00)",1.0,86.0,2016-10-09 10:40:00,2016-10-09,10:40:00,7,0,0,0,0,0,0,1,1,10,9,10,40,32,2535,162,54,63,3,21,0,99,3,2,1,0,0,0,62,43,1,105,0,134,5,0,1,2,0,0,88,54,1,142,86
2.0,"[2016-10-09 10:40:00,2016-10-09 11:00:00)",0.0,64.0,2016-10-09 10:40:00,2016-10-09,10:40:00,7,0,0,0,0,0,0,1,1,10,9,10,40,32,384,42,14,18,1,6,0,107,5,1,0,0,0,0,77,36,1,113,0,77,5,1,0,0,0,0,56,27,1,83,64
1.0,"[2016-10-09 10:40:00,2016-10-09 11:00:00)",0.0,39.0,2016-10-09 10:40:00,2016-10-09,10:40:00,7,0,0,0,0,0,0,1,1,10,9,10,40,32,2371,150,50,63,2,21,0,34,1,0,0,0,0,0,22,13,1,35,0,37,0,1,0,0,0,0,24,14,1,38,39
1.0,"[2016-10-09 10:40:00,2016-10-09 11:00:00)",1.0,87.0,2016-10-09 10:40:00,2016-10-09,10:40:00,7,0,0,0,0,0,0,1,1,10,9,10,40,32,2371,150,50,63,2,21,0,94,4,1,2,1,0,1,78,25,1,103,0,78,3,0,1,0,0,0,63,19,1,82,87
1.0,"[2016-10-09 11:00:00,2016-10-09 11:20:00)",0.0,38.0,2016-10-09 11:00:00,2016-10-09,11:00:00,7,0,0,0,0,0,0,1,1,10,9,11,0,33,2371,150,50,63,2,21,0,38,7,0,0,0,0,0,35,10,1,45,0,29,5,1,0,0,0,0,30,5,1,35,38
1.0,"[2016-10-09 11:00:00,2016-10-09 11:20:00)",1.0,72.0,2016-10-09 11:00:00,2016-10-09,11:00:00,7,0,0,0,0,0,0,1,1,10,9,11,0,33,2371,150,50,63,2,21,0,111,9,3,2,0,0,2,99,28,1,127,0,100,7,1,1,3,0,1,84,29,1,113,72
2.0,"[2016-10-09 11:00:00,2016-10-09 11:20:00)",0.0,64.0,2016-10-09 11:00:00,2016-10-09,11:00:00,7,0,0,0,0,0,0,1,1,10,9,11,0,33,384,42,14,18,1,6,0,112,11,1,1,0,0,0,88,37,1,125,0,79,4,0,0,0,0,0,60,23,1,83,64
3.0,"[2016-10-09 11:00:00,2016-10-09 11:20:00)",0.0,116.0,2016-10-09 11:00:00,2016-10-09,11:00:00,7,0,0,0,0,0,0,1,1,10,9,11,0,33,2535,162,54,63,3,21,0,106,21,0,1,0,0,0,91,37,1,128,0,131,16,0,1,0,0,0,110,38,1,148,116
3.0,"[2016-10-09 11:00:00,2016-10-09 11:20:00)",1.0,63.0,2016-10-09 11:00:00,2016-10-09,11:00:00,7,0,0,0,0,0,0,1,1,10,9,11,0,33,2535,162,54,63,3,21,0,105,1,2,0,1,0,0,68,41,1,109,0,126,2,2,1,1,0,0,90,42,1,132,63
1.0,"[2016-10-09 11:20:00,2016-10-09 11:40:00)",0.0,28.0,2016-10-09 11:20:00,2016-10-09,11:20:00,7,0,0,0,0,0,0,1,1,10,9,11,20,34,2371,150,50,63,2,21,0,40,1,0,0,0,0,0,34,7,1,41,0,27,4,0,0,0,0,0,21,10,1,31,28
1.0,"[2016-10-09 11:20:00,2016-10-09 11:40:00)",1.0,64.0,2016-10-09 11:20:00,2016-10-09,11:20:00,7,0,0,0,0,0,0,1,1,10,9,11,20,34,2371,150,50,63,2,21,0,86,1,1,3,1,0,1,69,24,1,93,0,64,3,3,0,3,0,0,55,18,1,73,64
2.0,"[2016-10-09 11:20:00,2016-10-09 11:40:00)",0.0,52.0,2016-10-09 11:20:00,2016-10-09,11:20:00,7,0,0,0,0,0,0,1,1,10,9,11,20,34,384,42,14,18,1,6,0,86,8,0,0,0,0,0,77,17,1,94,0,88,9,2,0,0,0,0,69,30,1,99,52
3.0,"[2016-10-09 11:20:00,2016-10-09 11:40:00)",0.0,100.0,2016-10-09 11:20:00,2016-10-09,11:20:00,7,0,0,0,0,0,0,1,1,10,9,11,20,34,2535,162,54,63,3,21,0,105,11,2,4,0,0,0,92,30,1,122,0,115,21,0,1,0,0,0,100,37,1,137,100
3.0,"[2016-10-09 11:20:00,2016-10-09 11:40:00)",1.0,79.0,2016-10-09 11:20:00,2016-10-09,11:20:00,7,0,0,0,0,0,0,1,1,10,9,11,20,34,2535,162,54,63,3,21,0,94,2,2,1,2,0,1,70,32,1,102,0,118,3,5,0,1,0,0,94,33,1,127,79
1.0,"[2016-10-09 11:40:00,2016-10-09 12:00:00)",0.0,26.0,2016-10-09 11:40:00,2016-10-09,11:40:00,7,0,0,0,0,0,0,1,1,10,9,11,40,35,2371,150,50,63,2,21,0,39,2,0,0,0,0,0,34,7,1,41,0,35,3,0,0,0,0,0,30,8,1,38,26
1.0,"[2016-10-09 11:40:00,2016-10-09 12:00:00)",1.0,88.0,2016-10-09 11:40:00,2016-10-09,11:40:00,7,0,0,0,0,0,0,1,1,10,9,11,40,35,2371,150,50,63,2,21,0,67,5,2,1,0,0,0,60,15,1,75,0,112,6,2,5,5,0,0,99,31,1,130,88
2.0,"[2016-10-09 11:40:00,2016-10-09 12:00:00)",0.0,61.0,2016-10-09 11:40:00,2016-10-09,11:40:00,7,0,0,0,0,0,0,1,1,10,9,11,40,35,384,42,14,18,1,6,0,68,12,0,0,0,0,0,62,18,1,80,0,75,11,0,0,0,0,0,64,22,1,86,61
3.0,"[2016-10-09 11:40:00,2016-10-09 12:00:00)",0.0,74.0,2016-10-09 11:40:00,2016-10-09,11:40:00,7,0,0,0,0,0,0,1,1,10,9,11,40,35,2535,162,54,63,3,21,0,75,22,0,0,0,0,0,71,26,1,97,0,95,25,0,0,0,0,0,90,30,1,120,74
3.0,"[2016-10-09 11:40:00,2016-10-09 12:00:00)",1.0,81.0,2016-10-09 11:40:00,2016-10-09,11:40:00,7,0,0,0,0,0,0,1,1,10,9,11,40,35,2535,162,54,63,3,21,0,72,5,1,2,2,0,0,62,20,1,82,0,89,7,1,0,3,0,1,76,25,1,101,81
3.0,"[2016-10-09 12:00:00,2016-10-09 12:20:00)",0.0,83.0,2016-10-09 12:00:00,2016-10-09,12:00:00,7,0,0,0,0,0,0,1,1,10,9,12,0,36,2535,162,54,63,3,21,0,81,17,1,1,0,0,0,72,28,1,100,0,75,19,1,1,0,0,0,74,22,1,96,83
3.0,"[2016-10-09 12:00:00,2016-10-09 12:20:00)",1.0,83.0,2016-10-09 12:00:00,2016-10-09,12:00:00,7,0,0,0,0,0,0,1,1,10,9,12,0,36,2535,162,54,63,3,21,0,76,5,0,0,1,0,0,57,25,1,82,0,70,1,1,0,1,0,0,60,13,1,73,83
1.0,"[2016-10-09 12:00:00,2016-10-09 12:20:00)",0.0,39.0,2016-10-09 12:00:00,2016-10-09,12:00:00,7,0,0,0,0,0,0,1,1,10,9,12,0,36,2371,150,50,63,2,21,0,28,0,0,0,0,0,0,24,4,1,28,1,32,4,0,0,0,0,0,25,12,1,37,39
1.0,"[2016-10-09 12:00:00,2016-10-09 12:20:00)",1.0,89.0,2016-10-09 12:00:00,2016-10-09,12:00:00,7,0,0,0,0,0,0,1,1,10,9,12,0,36,2371,150,50,63,2,21,0,64,2,3,4,0,0,0,57,16,1,73,0,69,5,2,1,2,0,0,59,20,1,79,89
2.0,"[2016-10-09 12:00:00,2016-10-09 12:20:00)",0.0,65.0,2016-10-09 12:00:00,2016-10-09,12:00:00,7,0,0,0,0,0,0,1,1,10,9,12,0,36,384,42,14,18,1,6,0,59,7,0,0,0,0,0,52,14,1,66,0,46,14,0,0,0,0,0,46,14,1,60,65
1.0,"[2016-10-09 12:20:00,2016-10-09 12:40:00)",0.0,33.0,2016-10-09 12:20:00,2016-10-09,12:20:00,7,0,0,0,0,0,0,1,1,10,9,12,20,37,2371,150,50,63,2,21,0,38,2,0,0,0,0,0,33,7,1,40,0,38,3,0,0,0,0,0,30,11,1,41,33
1.0,"[2016-10-09 12:20:00,2016-10-09 12:40:00)",1.0,86.0,2016-10-09 12:20:00,2016-10-09,12:20:00,7,0,0,0,0,0,0,1,1,10,9,12,20,37,2371,150,50,63,2,21,0,87,5,1,1,4,0,0,77,21,1,98,0,69,12,2,1,1,0,0,67,18,1,85,86
3.0,"[2016-10-09 12:20:00,2016-10-09 12:40:00)",0.0,86.0,2016-10-09 12:20:00,2016-10-09,12:20:00,7,0,0,0,0,0,0,1,1,10,9,12,20,37,2535,162,54,63,3,21,0,73,15,0,1,0,0,0,68,21,1,89,0,72,15,0,1,0,0,0,61,27,1,88,86
3.0,"[2016-10-09 12:20:00,2016-10-09 12:40:00)",1.0,81.0,2016-10-09 12:20:00,2016-10-09,12:20:00,7,0,0,0,0,0,0,1,1,10,9,12,20,37,2535,162,54,63,3,21,0,77,1,1,0,2,0,0,61,20,1,81,0,79,8,1,1,3,0,0,65,27,1,92,81
2.0,"[2016-10-09 12:20:00,2016-10-09 12:40:00)",0.0,68.0,2016-10-09 12:20:00,2016-10-09,12:20:00,7,0,0,0,0,0,0,1,1,10,9,12,20,37,384,42,14,18,1,6,0,64,15,0,0,0,0,0,64,15,1,79,0,58,6,0,0,0,0,0,47,17,1,64,68
2.0,"[2016-10-09 12:40:00,2016-10-09 13:00:00)",0.0,63.0,2016-10-09 12:40:00,2016-10-09,12:40:00,7,0,0,0,0,0,0,1,1,10,9,12,40,38,384,42,14,18,1,6,0,58,6,0,0,0,0,0,46,18,1,64,0,53,10,0,0,0,0,0,52,11,1,63,63
3.0,"[2016-10-09 12:40:00,2016-10-09 13:00:00)",0.0,106.0,2016-10-09 12:40:00,2016-10-09,12:40:00,7,0,0,0,0,0,0,1,1,10,9,12,40,38,2535,162,54,63,3,21,0,78,27,0,1,0,0,0,86,20,1,106,0,78,16,0,2,0,0,0,71,25,1,96,106
3.0,"[2016-10-09 12:40:00,2016-10-09 13:00:00)",1.0,88.0,2016-10-09 12:40:00,2016-10-09,12:40:00,7,0,0,0,0,0,0,1,1,10,9,12,40,38,2535,162,54,63,3,21,0,80,3,2,0,1,0,0,71,15,1,86,0,65,5,1,0,1,0,0,57,15,1,72,88
