tollgate_id,time_window,direction,volume,start_time,date,time,day_of_week,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6,week_day_7,is_weekend,month,day,hour,minute,time_win_label,lengthSum,widthSum,lanesSum,laneWidthSum,intersectionNum,linkNum,vehicle_model[0]_2h_ago,vehicle_model[1]_2h_ago,vehicle_model[2]_2h_ago,vehicle_model[3]_2h_ago,vehicle_model[4]_2h_ago,vehicle_model[5]_2h_ago,vehicle_model[6]_2h_ago,vehicle_model[7]_2h_ago,has_etc[0]_2h_ago,has_etc[1]_2h_ago,working_day_2h_ago,total_volume_2h_ago,vehicle_model[0]_1d2h_ago,vehicle_model[1]_1d2h_ago,vehicle_model[2]_1d2h_ago,vehicle_model[3]_1d2h_ago,vehicle_model[4]_1d2h_ago,vehicle_model[5]_1d2h_ago,vehicle_model[6]_1d2h_ago,vehicle_model[7]_1d2h_ago,has_etc[0]_1d2h_ago,has_etc[1]_1d2h_ago,working_day_1d2h_ago,total_volume_1d2h_ago,total_volume,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation
1.0,"[2016-09-29 19:40:00,2016-09-29 20:00:00)",1.0,35.0,2016-09-29 19:40:00,2016-09-29,19:40:00,4,0,0,0,1,0,0,0,0,9,29,19,40,59,2371,150,50,63,2,21,0,113,8,1,5,1,0,2,80,50,1,130,0,101,1,4,5,1,0,0,71,41,1,112,35,1006.289,1011.289,156.651,1.986,20.593000000000004,93.048,0.388
3.0,"[2016-09-29 19:40:00,2016-09-29 20:00:00)",0.0,46.0,2016-09-29 19:40:00,2016-09-29,19:40:00,4,0,0,0,1,0,0,0,0,9,29,19,40,59,2535,162,54,63,3,21,0,77,13,0,0,0,0,0,65,25,1,90,0,101,24,0,0,0,0,0,94,31,1,125,46,1006.289,1011.289,156.651,1.986,20.593000000000004,93.048,0.388
3.0,"[2016-09-29 19:40:00,2016-09-29 20:00:00)",1.0,17.0,2016-09-29 19:40:00,2016-09-29,19:40:00,4,0,0,0,1,0,0,0,0,9,29,19,40,59,2535,162,54,63,3,21,0,102,6,1,0,2,0,0,84,27,1,111,0,69,3,2,1,1,0,0,57,19,1,76,17,1006.289,1011.289,156.651,1.986,20.593000000000004,93.048,0.388
2.0,"[2016-09-29 19:40:00,2016-09-29 20:00:00)",0.0,41.0,2016-09-29 19:40:00,2016-09-29,19:40:00,4,0,0,0,1,0,0,0,0,9,29,19,40,59,384,42,14,18,1,6,0,62,7,0,1,0,0,1,54,17,1,71,0,62,6,0,0,0,0,1,48,21,1,69,41,1006.289,1011.289,156.651,1.986,20.593000000000004,93.048,0.388
2.0,"[2016-09-29 20:00:00,2016-09-29 20:20:00)",0.0,25.0,2016-09-29 20:00:00,2016-09-29,20:00:00,4,0,0,0,1,0,0,0,0,9,29,20,0,60,384,42,14,18,1,6,0,67,3,0,0,0,0,0,54,16,1,70,0,40,3,0,0,0,0,0,30,13,1,43,25,1006.521,1011.521,166.18400000000003,2.097,21.093000000000004,91.097,0.328
1.0,"[2016-09-29 20:00:00,2016-09-29 20:20:00)",0.0,30.0,2016-09-29 20:00:00,2016-09-29,20:00:00,4,0,0,0,1,0,0,0,0,9,29,20,0,60,2371,150,50,63,2,21,0,18,3,0,1,0,0,0,16,6,1,22,0,23,3,0,0,0,0,0,23,3,1,26,30,1006.521,1011.521,166.18400000000003,2.097,21.093000000000004,91.097,0.328
1.0,"[2016-09-29 20:00:00,2016-09-29 20:20:00)",1.0,46.0,2016-09-29 20:00:00,2016-09-29,20:00:00,4,0,0,0,1,0,0,0,0,9,29,20,0,60,2371,150,50,63,2,21,0,68,5,3,1,0,0,0,53,24,1,77,0,70,5,1,2,1,0,1,55,25,1,80,46,1006.521,1011.521,166.18400000000003,2.097,21.093000000000004,91.097,0.328
3.0,"[2016-09-29 20:00:00,2016-09-29 20:20:00)",0.0,49.0,2016-09-29 20:00:00,2016-09-29,20:00:00,4,0,0,0,1,0,0,0,0,9,29,20,0,60,2535,162,54,63,3,21,0,36,6,0,0,0,0,0,28,14,1,42,0,57,18,0,2,0,0,0,54,23,1,77,49,1006.521,1011.521,166.18400000000003,2.097,21.093000000000004,91.097,0.328
3.0,"[2016-09-29 20:00:00,2016-09-29 20:20:00)",1.0,19.0,2016-09-29 20:00:00,2016-09-29,20:00:00,4,0,0,0,1,0,0,0,0,9,29,20,0,60,2535,162,54,63,3,21,0,70,1,1,2,2,0,0,59,17,1,76,0,64,2,0,1,1,0,0,47,21,1,68,19,1006.521,1011.521,166.18400000000003,2.097,21.093000000000004,91.097,0.328
1.0,"[2016-09-29 20:20:00,2016-09-29 20:40:00)",0.0,16.0,2016-09-29 20:20:00,2016-09-29,20:20:00,4,0,0,0,1,0,0,0,0,9,29,20,20,61,2371,150,50,63,2,21,0,26,0,0,0,0,0,0,20,6,1,26,0,18,6,0,0,0,0,0,17,7,1,24,16,1006.864,1011.864,220.037,2.208,21.7,88.73,0.199
1.0,"[2016-09-29 20:20:00,2016-09-29 20:40:00)",1.0,33.0,2016-09-29 20:20:00,2016-09-29,20:20:00,4,0,0,0,1,0,0,0,0,9,29,20,20,61,2371,150,50,63,2,21,0,65,3,0,1,0,0,1,43,27,1,70,0,63,3,1,1,1,0,0,47,22,1,69,33,1006.864,1011.864,220.037,2.208,21.7,88.73,0.199
2.0,"[2016-09-29 20:20:00,2016-09-29 20:40:00)",0.0,26.0,2016-09-29 20:20:00,2016-09-29,20:20:00,4,0,0,0,1,0,0,0,0,9,29,20,20,61,384,42,14,18,1,6,0,61,6,0,0,0,0,0,45,22,1,67,0,47,6,0,1,0,0,0,42,12,1,54,26,1006.864,1011.864,220.037,2.208,21.7,88.73,0.199
3.0,"[2016-09-29 20:20:00,2016-09-29 20:40:00)",0.0,51.0,2016-09-29 20:20:00,2016-09-29,20:20:00,4,0,0,0,1,0,0,0,0,9,29,20,20,61,2535,162,54,63,3,21,0,5,4,0,0,0,0,0,7,2,1,9,0,47,18,0,1,0,0,0,58,8,1,66,51,1006.864,1011.864,220.037,2.208,21.7,88.73,0.199
3.0,"[2016-09-29 20:20:00,2016-09-29 20:40:00)",1.0,52.0,2016-09-29 20:20:00,2016-09-29,20:20:00,4,0,0,0,1,0,0,0,0,9,29,20,20,61,2535,162,54,63,3,21,0,62,3,1,1,1,0,0,47,21,1,68,0,54,1,0,1,0,0,0,40,16,1,56,52,1006.864,1011.864,220.037,2.208,21.7,88.73,0.199
1.0,"[2016-09-29 20:40:00,2016-09-29 21:00:00)",0.0,21.0,2016-09-29 20:40:00,2016-09-29,20:40:00,4,0,0,0,1,0,0,0,0,9,29,20,40,62,2371,150,50,63,2,21,0,23,2,0,0,0,0,0,20,5,1,25,0,18,0,0,0,0,0,0,13,5,1,18,21,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0
1.0,"[2016-09-29 20:40:00,2016-09-29 21:00:00)",1.0,37.0,2016-09-29 20:40:00,2016-09-29,20:40:00,4,0,0,0,1,0,0,0,0,9,29,20,40,62,2371,150,50,63,2,21,0,83,2,1,0,1,0,0,67,20,1,87,0,56,4,2,1,1,0,0,50,14,1,64,37,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0
2.0,"[2016-09-29 20:40:00,2016-09-29 21:00:00)",0.0,40.0,2016-09-29 20:40:00,2016-09-29,20:40:00,4,0,0,0,1,0,0,0,0,9,29,20,40,62,384,42,14,18,1,6,0,52,5,0,1,0,0,0,43,15,1,58,0,44,7,0,1,0,0,0,39,13,1,52,40,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0
3.0,"[2016-09-29 20:40:00,2016-09-29 21:00:00)",0.0,53.0,2016-09-29 20:40:00,2016-09-29,20:40:00,4,0,0,0,1,0,0,0,0,9,29,20,40,62,2535,162,54,63,3,21,0,27,16,0,0,0,0,0,36,7,1,43,0,52,18,0,0,0,0,0,53,17,1,70,53,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0
3.0,"[2016-09-29 20:40:00,2016-09-29 21:00:00)",1.0,22.0,2016-09-29 20:40:00,2016-09-29,20:40:00,4,0,0,0,1,0,0,0,0,9,29,20,40,62,2535,162,54,63,3,21,0,52,2,0,1,1,0,0,37,19,1,56,0,53,2,0,1,3,0,0,38,21,1,59,22,1007.3,1012.3,323.0,2.3,22.4,86.0,0.0
1.0,"[2016-10-09 02:00:00,2016-10-09 02:20:00)",0.0,1.0,2016-10-09 02:00:00,2016-10-09,02:00:00,7,0,0,0,0,0,0,1,1,10,9,2,0,6,2371,150,50,63,2,21,0,4,0,1,0,2,0,0,7,0,1,7,0,12,1,1,1,0,0,0,13,2,1,15,1,1016.567,1021.67,0.0,2.4130000000000003,19.66,67.03399999999999,0.0
1.0,"[2016-10-09 02:00:00,2016-10-09 02:20:00)",1.0,6.0,2016-10-09 02:00:00,2016-10-09,02:00:00,7,0,0,0,0,0,0,1,1,10,9,2,0,6,2371,150,50,63,2,21,0,113,12,2,2,0,0,1,104,26,1,130,0,79,6,1,5,1,1,1,71,23,1,94,6,1016.567,1021.67,0.0,2.4130000000000003,19.66,67.03399999999999,0.0
2.0,"[2016-10-09 02:00:00,2016-10-09 02:20:00)",0.0,1.0,2016-10-09 02:00:00,2016-10-09,02:00:00,7,0,0,0,0,0,0,1,1,10,9,2,0,6,384,42,14,18,1,6,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1016.567,1021.67,0.0,2.4130000000000003,19.66,67.03399999999999,0.0
3.0,"[2016-10-09 02:00:00,2016-10-09 02:20:00)",0.0,9.0,2016-10-09 02:00:00,2016-10-09,02:00:00,7,0,0,0,0,0,0,1,1,10,9,2,0,6,2535,162,54,63,3,21,0,12,1,0,0,0,0,0,11,2,1,13,0,10,5,1,0,0,0,0,13,3,1,16,9,1016.567,1021.67,0.0,2.4130000000000003,19.66,67.03399999999999,0.0
3.0,"[2016-10-09 02:00:00,2016-10-09 02:20:00)",1.0,2.0,2016-10-09 02:00:00,2016-10-09,02:00:00,7,0,0,0,0,0,0,1,1,10,9,2,0,6,2535,162,54,63,3,21,0,125,4,6,0,4,0,2,103,38,1,141,0,141,5,6,1,0,0,0,111,42,1,153,2,1016.567,1021.67,0.0,2.4130000000000003,19.66,67.03399999999999,0.0
3.0,"[2016-10-09 02:20:00,2016-10-09 02:40:00)",0.0,11.0,2016-10-09 02:20:00,2016-10-09,02:20:00,7,0,0,0,0,0,0,1,1,10,9,2,20,7,2535,162,54,63,3,21,0,13,1,0,0,0,0,0,12,2,1,14,0,16,5,0,0,0,0,0,18,3,1,21,11,1016.378,1021.48,12.061,2.352,20.467,62.613,0.0
3.0,"[2016-10-09 02:20:00,2016-10-09 02:40:00)",1.0,2.0,2016-10-09 02:20:00,2016-10-09,02:20:00,7,0,0,0,0,0,0,1,1,10,9,2,20,7,2535,162,54,63,3,21,0,90,0,1,1,0,0,0,75,17,1,92,0,99,3,2,2,1,0,0,80,27,1,107,2,1016.378,1021.48,12.061,2.352,20.467,62.613,0.0
1.0,"[2016-10-09 02:20:00,2016-10-09 02:40:00)",0.0,9.0,2016-10-09 02:20:00,2016-10-09,02:20:00,7,0,0,0,0,0,0,1,1,10,9,2,20,7,2371,150,50,63,2,21,0,5,1,0,0,1,0,0,7,0,1,7,0,8,0,0,0,2,0,0,7,3,1,10,9,1016.378,1021.48,12.061,2.352,20.467,62.613,0.0
1.0,"[2016-10-09 02:20:00,2016-10-09 02:40:00)",1.0,6.0,2016-10-09 02:20:00,2016-10-09,02:20:00,7,0,0,0,0,0,0,1,1,10,9,2,20,7,2371,150,50,63,2,21,0,45,6,3,1,0,0,1,44,12,1,56,0,36,5,1,2,3,0,0,42,5,1,47,6,1016.378,1021.48,12.061,2.352,20.467,62.613,0.0
2.0,"[2016-10-09 02:20:00,2016-10-09 02:40:00)",0.0,0.0,2016-10-09 02:20:00,2016-10-09,02:20:00,7,0,0,0,0,0,0,1,1,10,9,2,20,7,384,42,14,18,1,6,0,1,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,3,1,3,0,1016.378,1021.48,12.061,2.352,20.467,62.613,0.0
1.0,"[2016-10-09 02:40:00,2016-10-09 03:00:00)",0.0,7.0,2016-10-09 02:40:00,2016-10-09,02:40:00,7,0,0,0,0,0,0,1,1,10,9,2,40,8,2371,150,50,63,2,21,0,5,2,0,0,1,0,0,8,0,1,8,1,5,0,0,0,0,0,0,4,2,1,6,7,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
1.0,"[2016-10-09 02:40:00,2016-10-09 03:00:00)",1.0,5.0,2016-10-09 02:40:00,2016-10-09,02:40:00,7,0,0,0,0,0,0,1,1,10,9,2,40,8,2371,150,50,63,2,21,0,17,1,1,1,1,0,0,14,7,1,21,0,18,2,0,4,3,0,0,18,9,1,27,5,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
3.0,"[2016-10-09 02:40:00,2016-10-09 03:00:00)",0.0,15.0,2016-10-09 02:40:00,2016-10-09,02:40:00,7,0,0,0,0,0,0,1,1,10,9,2,40,8,2535,162,54,63,3,21,0,11,0,1,0,0,0,0,10,2,1,12,0,10,0,0,0,3,0,0,13,0,1,13,15,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
3.0,"[2016-10-09 02:40:00,2016-10-09 03:00:00)",1.0,5.0,2016-10-09 02:40:00,2016-10-09,02:40:00,7,0,0,0,0,0,0,1,1,10,9,2,40,8,2535,162,54,63,3,21,0,46,3,1,0,2,0,1,34,19,1,53,0,85,0,2,1,3,0,0,61,30,1,91,5,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
2.0,"[2016-10-09 02:40:00,2016-10-09 03:00:00)",0.0,0.0,2016-10-09 02:40:00,2016-10-09,02:40:00,7,0,0,0,0,0,0,1,1,10,9,2,40,8,384,42,14,18,1,6,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
3.0,"[2016-10-09 03:00:00,2016-10-09 03:20:00)",0.0,12.0,2016-10-09 03:00:00,2016-10-09,03:00:00,7,0,0,0,0,0,0,1,1,10,9,3,0,9,2535,162,54,63,3,21,0,16,0,0,0,3,0,0,16,3,1,19,0,11,2,0,0,3,0,0,14,2,1,16,12,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
3.0,"[2016-10-09 03:00:00,2016-10-09 03:20:00)",1.0,3.0,2016-10-09 03:00:00,2016-10-09,03:00:00,7,0,0,0,0,0,0,1,1,10,9,3,0,9,2535,162,54,63,3,21,0,7,0,0,1,0,0,0,4,4,1,8,0,12,1,0,0,0,0,0,12,1,1,13,3,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
1.0,"[2016-10-09 03:00:00,2016-10-09 03:20:00)",0.0,4.0,2016-10-09 03:00:00,2016-10-09,03:00:00,7,0,0,0,0,0,0,1,1,10,9,3,0,9,2371,150,50,63,2,21,0,4,0,1,0,1,0,0,5,1,1,6,0,4,0,0,0,0,0,0,3,1,1,4,4,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
1.0,"[2016-10-09 03:00:00,2016-10-09 03:20:00)",1.0,8.0,2016-10-09 03:00:00,2016-10-09,03:00:00,7,0,0,0,0,0,0,1,1,10,9,3,0,9,2371,150,50,63,2,21,0,5,0,0,0,0,0,0,5,0,1,5,0,4,2,0,0,0,0,0,6,0,1,6,8,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
2.0,"[2016-10-09 03:00:00,2016-10-09 03:20:00)",0.0,0.0,2016-10-09 03:00:00,2016-10-09,03:00:00,7,0,0,0,0,0,0,1,1,10,9,3,0,9,384,42,14,18,1,6,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
1.0,"[2016-10-09 03:20:00,2016-10-09 03:40:00)",0.0,6.0,2016-10-09 03:20:00,2016-10-09,03:20:00,7,0,0,0,0,0,0,1,1,10,9,3,20,10,2371,150,50,63,2,21,0,6,2,1,0,0,0,0,9,0,1,9,0,8,0,0,0,1,0,0,9,0,1,9,6,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
1.0,"[2016-10-09 03:20:00,2016-10-09 03:40:00)",1.0,13.0,2016-10-09 03:20:00,2016-10-09,03:20:00,7,0,0,0,0,0,0,1,1,10,9,3,20,10,2371,150,50,63,2,21,0,2,0,1,0,0,0,0,3,0,1,3,0,4,0,0,0,2,0,0,6,0,1,6,13,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
3.0,"[2016-10-09 03:20:00,2016-10-09 03:40:00)",0.0,16.0,2016-10-09 03:20:00,2016-10-09,03:20:00,7,0,0,0,0,0,0,1,1,10,9,3,20,10,2535,162,54,63,3,21,0,15,0,0,0,0,0,0,14,1,1,15,0,15,0,0,0,1,0,0,16,0,1,16,16,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
3.0,"[2016-10-09 03:20:00,2016-10-09 03:40:00)",1.0,6.0,2016-10-09 03:20:00,2016-10-09,03:20:00,7,0,0,0,0,0,0,1,1,10,9,3,20,10,2535,162,54,63,3,21,0,3,0,0,0,0,0,0,2,1,1,3,0,8,1,0,0,1,0,0,9,1,1,10,6,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
2.0,"[2016-10-09 03:20:00,2016-10-09 03:40:00)",0.0,0.0,2016-10-09 03:20:00,2016-10-09,03:20:00,7,0,0,0,0,0,0,1,1,10,9,3,20,10,384,42,14,18,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0
1.0,"[2016-10-09 03:40:00,2016-10-09 04:00:00)",0.0,5.0,2016-10-09 03:40:00,2016-10-09,03:40:00,7,0,0,0,0,0,0,1,1,10,9,3,40,11,2371,150,50,63,2,21,0,3,0,0,0,0,0,0,3,0,1,3,0,1,0,0,1,1,0,0,2,1,1,3,5,1015.739,1020.837,127.945,2.881,22.419,47.38800000000001,0.0
1.0,"[2016-10-09 03:40:00,2016-10-09 04:00:00)",1.0,12.0,2016-10-09 03:40:00,2016-10-09,03:40:00,7,0,0,0,0,0,0,1,1,10,9,3,40,11,2371,150,50,63,2,21,0,5,0,0,0,2,0,0,6,1,1,7,0,2,1,0,0,0,0,0,3,0,1,3,12,1015.739,1020.837,127.945,2.881,22.419,47.38800000000001,0.0
3.0,"[2016-10-09 03:40:00,2016-10-09 04:00:00)",0.0,9.0,2016-10-09 03:40:00,2016-10-09,03:40:00,7,0,0,0,0,0,0,1,1,10,9,3,40,11,2535,162,54,63,3,21,0,12,0,0,0,1,0,0,12,1,1,13,0,13,0,0,0,0,0,0,12,1,1,13,9,1015.739,1020.837,127.945,2.881,22.419,47.38800000000001,0.0
3.0,"[2016-10-09 03:40:00,2016-10-09 04:00:00)",1.0,4.0,2016-10-09 03:40:00,2016-10-09,03:40:00,7,0,0,0,0,0,0,1,1,10,9,3,40,11,2535,162,54,63,3,21,0,5,1,0,2,0,0,0,7,1,1,8,0,3,2,0,0,0,0,0,5,0,1,5,4,1015.739,1020.837,127.945,2.881,22.419,47.38800000000001,0.0
2.0,"[2016-10-09 03:40:00,2016-10-09 04:00:00)",0.0,0.0,2016-10-09 03:40:00,2016-10-09,03:40:00,7,0,0,0,0,0,0,1,1,10,9,3,40,11,384,42,14,18,1,6,0,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1015.739,1020.837,127.945,2.881,22.419,47.38800000000001,0.0
3.0,"[2016-10-09 04:00:00,2016-10-09 04:20:00)",0.0,8.0,2016-10-09 04:00:00,2016-10-09,04:00:00,7,0,0,0,0,0,0,1,1,10,9,4,0,12,2535,162,54,63,3,21,0,6,1,0,0,2,0,0,9,0,1,9,0,6,1,0,0,0,0,0,7,0,1,7,8,1015.313,1020.407,190.754,3.478,23.446,37.437,0.0
3.0,"[2016-10-09 04:00:00,2016-10-09 04:20:00)",1.0,7.0,2016-10-09 04:00:00,2016-10-09,04:00:00,7,0,0,0,0,0,0,1,1,10,9,4,0,12,2535,162,54,63,3,21,0,2,0,0,0,0,0,0,2,0,1,2,0,6,0,0,0,1,0,0,6,1,1,7,7,1015.313,1020.407,190.754,3.478,23.446,37.437,0.0
1.0,"[2016-10-09 04:00:00,2016-10-09 04:20:00)",0.0,13.0,2016-10-09 04:00:00,2016-10-09,04:00:00,7,0,0,0,0,0,0,1,1,10,9,4,0,12,2371,150,50,63,2,21,0,1,0,0,0,0,0,0,1,0,1,1,0,3,1,0,0,3,0,0,7,0,1,7,13,1015.313,1020.407,190.754,3.478,23.446,37.437,0.0
1.0,"[2016-10-09 04:00:00,2016-10-09 04:20:00)",1.0,15.0,2016-10-09 04:00:00,2016-10-09,04:00:00,7,0,0,0,0,0,0,1,1,10,9,4,0,12,2371,150,50,63,2,21,0,3,0,0,0,3,0,0,5,1,1,6,0,4,0,0,0,1,0,0,4,1,1,5,15,1015.313,1020.407,190.754,3.478,23.446,37.437,0.0
2.0,"[2016-10-09 04:00:00,2016-10-09 04:20:00)",0.0,0.0,2016-10-09 04:00:00,2016-10-09,04:00:00,7,0,0,0,0,0,0,1,1,10,9,4,0,12,384,42,14,18,1,6,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1015.313,1020.407,190.754,3.478,23.446,37.437,0.0
2.0,"[2016-10-09 04:20:00,2016-10-09 04:40:00)",0.0,1.0,2016-10-09 04:20:00,2016-10-09,04:20:00,7,0,0,0,0,0,0,1,1,10,9,4,20,13,384,42,14,18,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1014.852,1019.943,244.547,4.214,24.355,27.454,0.0
1.0,"[2016-10-09 04:20:00,2016-10-09 04:40:00)",0.0,8.0,2016-10-09 04:20:00,2016-10-09,04:20:00,7,0,0,0,0,0,0,1,1,10,9,4,20,13,2371,150,50,63,2,21,0,3,3,0,0,2,0,1,9,0,1,9,0,5,1,1,0,0,0,0,6,1,1,7,8,1014.852,1019.943,244.547,4.214,24.355,27.454,0.0
1.0,"[2016-10-09 04:20:00,2016-10-09 04:40:00)",1.0,25.0,2016-10-09 04:20:00,2016-10-09,04:20:00,7,0,0,0,0,0,0,1,1,10,9,4,20,13,2371,150,50,63,2,21,0,5,1,0,0,0,0,0,5,1,1,6,0,3,0,0,0,0,0,0,3,0,1,3,25,1014.852,1019.943,244.547,4.214,24.355,27.454,0.0
3.0,"[2016-10-09 04:20:00,2016-10-09 04:40:00)",0.0,22.0,2016-10-09 04:20:00,2016-10-09,04:20:00,7,0,0,0,0,0,0,1,1,10,9,4,20,13,2535,162,54,63,3,21,0,10,0,0,0,1,0,0,11,0,1,11,0,13,0,0,0,0,0,0,12,1,1,13,22,1014.852,1019.943,244.547,4.214,24.355,27.454,0.0
3.0,"[2016-10-09 04:20:00,2016-10-09 04:40:00)",1.0,3.0,2016-10-09 04:20:00,2016-10-09,04:20:00,7,0,0,0,0,0,0,1,1,10,9,4,20,13,2535,162,54,63,3,21,0,0,0,0,0,2,0,0,2,0,1,2,0,2,1,0,0,1,0,0,4,0,1,4,3,1014.852,1019.943,244.547,4.214,24.355,27.454,0.0
2.0,"[2016-10-09 04:40:00,2016-10-09 05:00:00)",0.0,1.0,2016-10-09 04:40:00,2016-10-09,04:40:00,7,0,0,0,0,0,0,1,1,10,9,4,40,14,384,42,14,18,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1014.405,1019.492,276.318,4.932,24.957,19.606,0.0
3.0,"[2016-10-09 04:40:00,2016-10-09 05:00:00)",0.0,15.0,2016-10-09 04:40:00,2016-10-09,04:40:00,7,0,0,0,0,0,0,1,1,10,9,4,40,14,2535,162,54,63,3,21,0,14,0,0,0,1,0,0,14,1,1,15,0,9,1,0,0,0,0,0,8,2,1,10,15,1014.405,1019.492,276.318,4.932,24.957,19.606,0.0
3.0,"[2016-10-09 04:40:00,2016-10-09 05:00:00)",1.0,7.0,2016-10-09 04:40:00,2016-10-09,04:40:00,7,0,0,0,0,0,0,1,1,10,9,4,40,14,2535,162,54,63,3,21,0,4,0,0,0,1,0,0,5,0,1,5,0,2,0,0,0,1,0,0,2,1,1,3,7,1014.405,1019.492,276.318,4.932,24.957,19.606,0.0
1.0,"[2016-10-09 04:40:00,2016-10-09 05:00:00)",0.0,10.0,2016-10-09 04:40:00,2016-10-09,04:40:00,7,0,0,0,0,0,0,1,1,10,9,4,40,14,2371,150,50,63,2,21,0,2,3,1,0,1,0,0,7,0,1,7,0,3,1,0,0,2,0,0,6,0,1,6,10,1014.405,1019.492,276.318,4.932,24.957,19.606,0.0
1.0,"[2016-10-09 04:40:00,2016-10-09 05:00:00)",1.0,21.0,2016-10-09 04:40:00,2016-10-09,04:40:00,7,0,0,0,0,0,0,1,1,10,9,4,40,14,2371,150,50,63,2,21,0,4,0,0,0,1,0,0,5,0,1,5,0,4,0,1,0,0,0,0,5,0,1,5,21,1014.405,1019.492,276.318,4.932,24.957,19.606,0.0
1.0,"[2016-10-09 05:00:00,2016-10-09 05:20:00)",0.0,4.0,2016-10-09 05:00:00,2016-10-09,05:00:00,7,0,0,0,0,0,0,1,1,10,9,5,0,15,2371,150,50,63,2,21,0,0,2,0,0,2,0,0,4,0,1,4,0,1,0,0,0,4,0,0,5,0,1,5,4,1014.042,1019.129,269.53,5.36,24.982,17.169,0.0
1.0,"[2016-10-09 05:00:00,2016-10-09 05:20:00)",1.0,31.0,2016-10-09 05:00:00,2016-10-09,05:00:00,7,0,0,0,0,0,0,1,1,10,9,5,0,15,2371,150,50,63,2,21,0,8,0,0,0,0,0,0,7,1,1,8,0,4,0,0,0,1,0,0,5,0,1,5,31,1014.042,1019.129,269.53,5.36,24.982,17.169,0.0
2.0,"[2016-10-09 05:00:00,2016-10-09 05:20:00)",0.0,12.0,2016-10-09 05:00:00,2016-10-09,05:00:00,7,0,0,0,0,0,0,1,1,10,9,5,0,15,384,42,14,18,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1014.042,1019.129,269.53,5.36,24.982,17.169,0.0
3.0,"[2016-10-09 05:00:00,2016-10-09 05:20:00)",0.0,18.0,2016-10-09 05:00:00,2016-10-09,05:00:00,7,0,0,0,0,0,0,1,1,10,9,5,0,15,2535,162,54,63,3,21,0,11,1,0,0,0,0,0,11,1,1,12,0,10,1,1,0,2,0,1,14,1,1,15,18,1014.042,1019.129,269.53,5.36,24.982,17.169,0.0
3.0,"[2016-10-09 05:00:00,2016-10-09 05:20:00)",1.0,5.0,2016-10-09 05:00:00,2016-10-09,05:00:00,7,0,0,0,0,0,0,1,1,10,9,5,0,15,2535,162,54,63,3,21,0,2,0,0,0,1,0,0,3,0,1,3,0,1,0,0,0,0,0,0,0,1,1,1,5,1014.042,1019.129,269.53,5.36,24.982,17.169,0.0
1.0,"[2016-10-09 05:20:00,2016-10-09 05:40:00)",0.0,7.0,2016-10-09 05:20:00,2016-10-09,05:20:00,7,0,0,0,0,0,0,1,1,10,9,5,20,16,2371,150,50,63,2,21,0,2,3,1,0,0,0,0,6,0,1,6,0,1,2,0,0,0,0,0,3,0,1,3,7,1013.864,1018.954,203.707,5.082,24.06,24.827,0.0
