date,time,gate_dir,vehicle_model[0],vehicle_model[1],vehicle_model[2],vehicle_model[3],vehicle_model[4],vehicle_model[5],vehicle_model[6],vehicle_model[7],has_etc[0],has_etc[1],working_day,total_volume
'2016-10-08','00:20:00',2,0,3,0,0,0,0,0,0,0,3,1,3
'2016-10-08','00:20:00',3,0,16,5,0,0,0,0,0,18,3,1,21
'2016-10-08','00:20:00',4,0,99,3,2,2,1,0,0,80,27,1,107
'2016-10-08','00:40:00',0,1,5,0,0,0,0,0,0,4,2,1,6
'2016-10-08','00:40:00',1,0,18,2,0,4,3,0,0,18,9,1,27
'2016-10-08','00:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','00:40:00',3,0,10,0,0,0,3,0,0,13,0,1,13
'2016-10-08','00:40:00',4,0,85,0,2,1,3,0,0,61,30,1,91
'2016-10-08','01:00:00',0,0,4,0,0,0,0,0,0,3,1,1,4
'2016-10-08','01:00:00',1,0,4,2,0,0,0,0,0,6,0,1,6
'2016-10-08','01:00:00',2,0,1,0,0,0,0,0,0,0,1,1,1
'2016-10-08','01:00:00',3,0,11,2,0,0,3,0,0,14,2,1,16
'2016-10-08','01:00:00',4,0,12,1,0,0,0,0,0,12,1,1,13
'2016-10-08','01:20:00',0,0,8,0,0,0,1,0,0,9,0,1,9
'2016-10-08','01:20:00',1,0,4,0,0,0,2,0,0,6,0,1,6
'2016-10-08','01:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','01:20:00',3,0,15,0,0,0,1,0,0,16,0,1,16
'2016-10-08','01:20:00',4,0,8,1,0,0,1,0,0,9,1,1,10
'2016-10-08','01:40:00',0,0,1,0,0,1,1,0,0,2,1,1,3
'2016-10-08','01:40:00',1,0,2,1,0,0,0,0,0,3,0,1,3
'2016-10-08','01:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','01:40:00',3,0,13,0,0,0,0,0,0,12,1,1,13
'2016-10-08','01:40:00',4,0,3,2,0,0,0,0,0,5,0,1,5
'2016-10-08','02:00:00',0,0,3,1,0,0,3,0,0,7,0,1,7
'2016-10-08','02:00:00',1,0,4,0,0,0,1,0,0,4,1,1,5
'2016-10-08','02:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','02:00:00',3,0,6,1,0,0,0,0,0,7,0,1,7
'2016-10-08','02:00:00',4,0,6,0,0,0,1,0,0,6,1,1,7
'2016-10-08','02:20:00',0,0,5,1,1,0,0,0,0,6,1,1,7
'2016-10-08','02:20:00',1,0,3,0,0,0,0,0,0,3,0,1,3
'2016-10-08','02:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','02:20:00',3,0,13,0,0,0,0,0,0,12,1,1,13
'2016-10-08','02:20:00',4,0,2,1,0,0,1,0,0,4,0,1,4
'2016-10-08','02:40:00',0,0,3,1,0,0,2,0,0,6,0,1,6
'2016-10-08','02:40:00',1,0,4,0,1,0,0,0,0,5,0,1,5
'2016-10-08','02:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','02:40:00',3,0,9,1,0,0,0,0,0,8,2,1,10
'2016-10-08','02:40:00',4,0,2,0,0,0,1,0,0,2,1,1,3
'2016-10-08','03:00:00',0,0,1,0,0,0,4,0,0,5,0,1,5
'2016-10-08','03:00:00',1,0,4,0,0,0,1,0,0,5,0,1,5
'2016-10-08','03:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','03:00:00',3,0,10,1,1,0,2,0,1,14,1,1,15
'2016-10-08','03:00:00',4,0,1,0,0,0,0,0,0,0,1,1,1
'2016-10-08','03:20:00',0,0,1,2,0,0,0,0,0,3,0,1,3
'2016-10-08','03:20:00',1,0,9,0,0,0,1,0,0,10,0,1,10
'2016-10-08','03:20:00',2,0,1,0,0,0,0,0,0,0,1,1,1
'2016-10-08','03:20:00',3,0,6,0,0,0,3,0,0,8,1,1,9
'2016-10-08','03:20:00',4,0,2,1,1,1,1,0,0,6,0,1,6
'2016-10-08','03:40:00',0,0,2,2,0,0,1,0,0,5,0,1,5
'2016-10-08','03:40:00',1,0,10,0,0,0,0,0,0,10,0,1,10
'2016-10-08','03:40:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','03:40:00',3,0,9,0,0,0,1,0,0,9,1,1,10
'2016-10-08','03:40:00',4,0,3,0,3,0,0,0,0,6,0,1,6
'2016-10-08','04:00:00',0,0,2,0,1,0,2,0,0,5,0,1,5
'2016-10-08','04:00:00',1,0,11,0,0,0,0,0,0,10,1,1,11
'2016-10-08','04:00:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','04:00:00',3,0,6,1,0,0,2,0,0,8,1,1,9
'2016-10-08','04:00:00',4,0,3,0,1,1,0,0,0,3,2,1,5
'2016-10-08','04:20:00',0,0,6,4,1,0,2,0,0,13,0,1,13
'2016-10-08','04:20:00',1,0,15,1,0,0,2,0,0,18,0,1,18
'2016-10-08','04:20:00',2,0,0,0,0,0,0,0,0,0,0,1,0
'2016-10-08','04:20:00',3,0,13,1,0,0,1,0,0,15,0,1,15
'2016-10-08','04:20:00',4,0,2,0,1,0,2,0,0,5,0,1,5
'2016-10-08','04:40:00',0,0,4,2,0,0,3,0,0,9,0,1,9
'2016-10-08','04:40:00',1,0,13,1,0,0,4,0,0,14,4,1,18
'2016-10-08','04:40:00',2,0,1,0,0,0,0,0,0,0,1,1,1
'2016-10-08','04:40:00',3,0,6,2,1,0,2,0,0,10,1,1,11
'2016-10-08','04:40:00',4,0,4,3,0,0,1,0,0,7,1,1,8
'2016-10-08','05:00:00',0,0,2,0,0,0,0,0,0,2,0,1,2
'2016-10-08','05:00:00',1,0,17,3,1,0,2,0,0,23,0,1,23
'2016-10-08','05:00:00',2,0,6,3,0,0,0,0,0,8,1,1,9
'2016-10-08','05:00:00',3,0,8,7,0,0,0,0,0,13,2,1,15
'2016-10-08','05:00:00',4,0,3,3,0,1,1,0,0,8,0,1,8
'2016-10-08','05:20:00',0,0,2,0,0,0,0,0,0,2,0,1,2
'2016-10-08','05:20:00',1,0,16,6,1,0,3,0,0,26,0,1,26
'2016-10-08','05:20:00',2,0,8,6,0,0,0,0,0,12,2,1,14
'2016-10-08','05:20:00',3,0,5,6,0,0,0,0,0,9,2,1,11
'2016-10-08','05:20:00',4,0,3,0,0,0,1,0,0,4,0,1,4
'2016-10-08','05:40:00',0,0,6,1,0,0,0,0,0,6,1,1,7
'2016-10-08','05:40:00',1,0,17,2,3,0,1,0,0,20,3,1,23
'2016-10-08','05:40:00',2,0,5,4,0,0,0,0,0,8,1,1,9
'2016-10-08','05:40:00',3,0,11,6,0,0,0,0,0,14,3,1,17
'2016-10-08','05:40:00',4,0,10,2,2,0,3,0,0,16,1,1,17
'2016-10-08','06:00:00',0,0,8,1,0,0,0,0,0,7,2,1,9
'2016-10-08','06:00:00',1,0,20,3,3,0,3,0,1,25,5,1,30
'2016-10-08','06:00:00',2,0,18,7,0,0,0,0,0,21,4,1,25
'2016-10-08','06:00:00',3,0,22,5,0,0,0,0,0,21,6,1,27
'2016-10-08','06:00:00',4,0,8,2,1,0,0,0,0,9,2,1,11
'2016-10-08','06:20:00',0,0,11,1,0,0,0,0,0,8,4,1,12
'2016-10-08','06:20:00',1,0,26,8,2,0,1,0,1,31,7,1,38
'2016-10-08','06:20:00',2,0,23,4,0,0,0,0,0,23,4,1,27
'2016-10-08','06:20:00',3,0,44,12,0,0,0,0,0,41,15,1,56
'2016-10-08','06:20:00',4,0,18,7,3,0,0,0,0,25,3,1,28
'2016-10-08','06:40:00',0,0,11,5,2,1,0,0,0,13,6,1,19
'2016-10-08','06:40:00',1,0,52,7,1,2,5,0,0,55,12,1,67
'2016-10-08','06:40:00',2,0,32,5,0,0,0,0,0,25,12,1,37
'2016-10-08','06:40:00',3,1,56,9,1,2,0,0,0,41,28,1,69
'2016-10-08','06:40:00',4,0,34,3,2,0,0,0,0,29,10,1,39
'2016-10-08','07:00:00',0,0,16,4,0,1,0,0,0,11,10,1,21
'2016-10-08','07:00:00',1,0,54,8,1,0,3,0,0,54,12,1,66
'2016-10-08','07:00:00',2,0,65,6,0,1,0,0,0,39,33,1,72
'2016-10-08','07:00:00',3,0,102,14,1,3,0,0,0,76,44,1,120
'2016-10-08','07:00:00',4,0,58,1,0,0,0,0,0,43,16,1,59
'2016-10-08','07:20:00',0,0,31,4,1,0,0,0,0,25,11,1,36
'2016-10-08','07:20:00',1,0,75,5,2,3,4,0,0,61,28,1,89
'2016-10-08','07:20:00',2,0,74,2,1,0,0,0,0,38,39,1,77
'2016-10-08','07:20:00',3,0,110,11,2,1,0,0,0,81,43,1,124
'2016-10-08','07:20:00',4,0,74,4,0,0,1,0,0,55,24,1,79
'2016-10-08','07:40:00',0,0,25,1,1,0,0,0,0,17,10,1,27
'2016-10-08','07:40:00',1,0,82,5,2,1,4,0,0,69,25,1,94
'2016-10-08','07:40:00',2,1,91,5,0,0,0,0,0,57,40,1,97
'2016-10-08','07:40:00',3,0,140,7,0,2,0,0,0,101,48,1,149
'2016-10-08','07:40:00',4,0,99,3,2,0,1,0,0,79,26,1,105
'2016-10-08','08:00:00',0,0,27,4,0,0,0,0,0,18,13,1,31
'2016-10-08','08:00:00',1,0,88,5,0,1,2,0,0,64,32,1,96
'2016-10-08','08:00:00',2,0,97,9,0,0,0,0,0,74,32,1,106
'2016-10-08','08:00:00',3,0,125,10,0,2,0,0,0,94,43,1,137
'2016-10-08','08:00:00',4,0,122,5,0,0,1,0,0,86,42,1,128
'2016-10-08','08:20:00',0,0,37,1,1,0,0,0,0,30,9,1,39
'2016-10-08','08:20:00',1,0,109,3,3,1,1,0,0,94,23,1,117
'2016-10-08','08:20:00',2,0,91,2,0,0,0,0,0,58,35,1,93
'2016-10-08','08:20:00',3,0,133,19,0,0,0,0,0,108,44,1,152
'2016-10-08','08:20:00',4,0,122,5,2,0,0,0,0,89,40,1,129
'2016-10-08','08:40:00',0,0,37,0,1,0,0,0,0,24,14,1,38
'2016-10-08','08:40:00',1,0,78,3,0,1,0,0,0,63,19,1,82
'2016-10-08','08:40:00',2,0,77,5,1,0,0,0,0,56,27,1,83
'2016-10-08','08:40:00',3,0,131,12,1,1,0,0,0,98,47,1,145
'2016-10-08','08:40:00',4,0,134,5,0,1,2,0,0,88,54,1,142
'2016-10-08','09:00:00',0,0,29,5,1,0,0,0,0,30,5,1,35
'2016-10-08','09:00:00',1,0,100,7,1,1,3,0,1,84,29,1,113
'2016-10-08','09:00:00',2,0,79,4,0,0,0,0,0,60,23,1,83
'2016-10-08','09:00:00',3,0,131,16,0,1,0,0,0,110,38,1,148
'2016-10-08','09:00:00',4,0,126,2,2,1,1,0,0,90,42,1,132
'2016-10-08','09:20:00',0,0,27,4,0,0,0,0,0,21,10,1,31
'2016-10-08','09:20:00',1,0,64,3,3,0,3,0,0,55,18,1,73
'2016-10-08','09:20:00',2,0,88,9,2,0,0,0,0,69,30,1,99
'2016-10-08','09:20:00',3,0,115,21,0,1,0,0,0,100,37,1,137
'2016-10-08','09:20:00',4,0,118,3,5,0,1,0,0,94,33,1,127
'2016-10-08','09:40:00',0,0,35,3,0,0,0,0,0,30,8,1,38
'2016-10-08','09:40:00',1,0,112,6,2,5,5,0,0,99,31,1,130
'2016-10-08','09:40:00',2,0,75,11,0,0,0,0,0,64,22,1,86
'2016-10-08','09:40:00',3,0,95,25,0,0,0,0,0,90,30,1,120
'2016-10-08','09:40:00',4,0,89,7,1,0,3,0,1,76,25,1,101
'2016-10-08','10:00:00',0,1,32,4,0,0,0,0,0,25,12,1,37
'2016-10-08','10:00:00',1,0,69,5,2,1,2,0,0,59,20,1,79
'2016-10-08','10:00:00',2,0,46,14,0,0,0,0,0,46,14,1,60
'2016-10-08','10:00:00',3,0,75,19,1,1,0,0,0,74,22,1,96
'2016-10-08','10:00:00',4,0,70,1,1,0,1,0,0,60,13,1,73
'2016-10-08','10:20:00',0,0,38,3,0,0,0,0,0,30,11,1,41
'2016-10-08','10:20:00',1,0,69,12,2,1,1,0,0,67,18,1,85
'2016-10-08','10:20:00',2,0,58,6,0,0,0,0,0,47,17,1,64
'2016-10-08','10:20:00',3,0,72,15,0,1,0,0,0,61,27,1,88
'2016-10-08','10:20:00',4,0,79,8,1,1,3,0,0,65,27,1,92
'2016-10-08','10:40:00',0,0,31,2,0,1,0,0,0,25,9,1,34
'2016-10-08','10:40:00',1,0,78,8,5,6,2,0,1,82,18,1,100
'2016-10-08','10:40:00',2,0,53,10,0,0,0,0,0,52,11,1,63
'2016-10-08','10:40:00',3,0,78,16,0,2,0,0,0,71,25,1,96
'2016-10-08','10:40:00',4,0,65,5,1,0,1,0,0,57,15,1,72
'2016-10-08','11:00:00',0,0,23,2,0,0,0,0,0,20,5,1,25
'2016-10-08','11:00:00',1,0,73,9,0,2,6,0,1,70,21,1,91
'2016-10-08','11:00:00',2,1,28,7,0,0,0,0,0,29,7,1,36
'2016-10-08','11:00:00',3,0,51,19,0,1,0,0,0,54,17,1,71
'2016-10-08','11:00:00',4,0,73,3,2,0,6,0,0,71,13,1,84
'2016-10-08','11:20:00',0,0,24,4,0,0,0,0,0,21,7,1,28
'2016-10-08','11:20:00',1,0,63,6,0,3,5,0,0,61,16,1,77
'2016-10-08','11:20:00',2,0,39,14,0,0,0,0,0,38,15,1,53
'2016-10-08','11:20:00',3,0,66,19,0,2,0,0,0,66,21,1,87
'2016-10-08','11:20:00',4,0,68,2,1,0,0,0,0,54,17,1,71
'2016-10-08','11:40:00',0,0,21,3,0,0,0,0,0,21,3,1,24
'2016-10-08','11:40:00',1,0,50,8,0,3,5,0,0,53,13,1,66
'2016-10-08','11:40:00',2,0,34,7,0,0,0,0,0,35,6,1,41
'2016-10-08','11:40:00',3,0,73,24,0,1,0,0,0,82,16,1,98
'2016-10-08','11:40:00',4,0,68,4,4,0,0,0,0,60,16,1,76
'2016-10-08','12:00:00',0,0,38,3,1,0,0,0,0,36,6,1,42
'2016-10-08','12:00:00',1,0,65,10,1,1,1,0,0,57,21,1,78
'2016-10-08','12:00:00',2,0,43,9,0,1,0,0,0,44,9,1,53
'2016-10-08','12:00:00',3,0,64,19,0,0,0,0,0,71,12,1,83
'2016-10-08','12:00:00',4,0,58,5,1,1,1,0,0,51,15,1,66
'2016-10-08','12:20:00',0,0,34,1,1,0,0,0,0,28,8,1,36
'2016-10-08','12:20:00',1,0,64,7,0,3,2,0,0,53,23,1,76
'2016-10-08','12:20:00',2,0,44,9,0,0,0,0,0,48,5,1,53
'2016-10-08','12:20:00',3,0,59,22,0,2,0,0,0,62,21,1,83
'2016-10-08','12:20:00',4,0,73,5,1,0,0,0,1,60,20,1,80
'2016-10-08','12:40:00',0,0,36,4,0,1,0,0,0,32,9,1,41
'2016-10-08','12:40:00',1,0,71,13,0,2,3,0,0,67,22,1,89
'2016-10-08','12:40:00',2,0,51,12,0,0,0,0,0,44,19,1,63
'2016-10-08','12:40:00',3,0,62,28,0,1,0,0,0,69,22,1,91
'2016-10-08','12:40:00',4,0,81,6,0,0,1,0,0,68,20,1,88
'2016-10-08','13:00:00',0,0,44,0,2,0,0,0,0,32,14,1,46
'2016-10-08','13:00:00',1,0,86,7,0,2,1,0,0,73,23,1,96
'2016-10-08','13:00:00',2,0,64,14,1,0,0,0,0,64,15,1,79
'2016-10-08','13:00:00',3,0,76,20,0,1,0,0,0,81,16,1,97
'2016-10-08','13:00:00',4,0,89,7,3,1,1,0,0,74,27,1,101
'2016-10-08','13:20:00',0,0,39,3,1,0,0,0,0,33,10,1,43
'2016-10-08','13:20:00',1,0,75,1,0,1,2,0,1,63,17,1,80
'2016-10-08','13:20:00',2,0,55,12,4,0,0,0,0,56,15,1,71
'2016-10-08','13:20:00',3,0,86,16,0,2,0,0,0,77,27,1,104
'2016-10-08','13:20:00',4,0,93,4,1,0,2,0,0,79,21,1,100
'2016-10-08','13:40:00',0,0,30,5,0,0,0,0,0,26,9,1,35
'2016-10-08','13:40:00',1,0,80,5,1,2,2,0,0,71,19,1,90
'2016-10-08','13:40:00',2,0,70,6,0,0,0,0,0,53,23,1,76
'2016-10-08','13:40:00',3,0,70,25,0,3,0,0,0,74,24,1,98
'2016-10-08','13:40:00',4,0,111,4,2,0,2,0,0,92,27,1,119
'2016-10-08','14:00:00',0,0,31,3,2,1,0,0,0,28,9,1,37
'2016-10-08','14:00:00',1,0,63,8,2,2,1,0,1,54,23,1,77
'2016-10-08','14:00:00',2,0,52,11,0,0,0,0,0,55,8,1,63
'2016-10-08','14:00:00',3,0,76,17,0,2,0,0,0,74,21,1,95
'2016-10-08','14:00:00',4,0,85,4,2,1,2,0,0,67,27,1,94
'2016-10-08','14:20:00',0,0,42,3,0,0,0,0,0,29,16,1,45
'2016-10-08','14:20:00',1,0,91,9,0,2,2,0,0,80,24,1,104
'2016-10-08','14:20:00',2,0,65,9,1,0,0,0,0,66,9,1,75
'2016-10-08','14:20:00',3,0,89,15,0,2,0,0,0,76,30,1,106
'2016-10-08','14:20:00',4,0,99,5,1,1,1,0,0,73,34,1,107
'2016-10-08','14:40:00',0,0,28,4,1,0,0,0,0,20,13,1,33
'2016-10-08','14:40:00',1,0,82,4,1,2,3,0,1,70,23,1,93
'2016-10-08','14:40:00',2,0,35,9,0,0,0,0,0,40,4,1,44
'2016-10-08','14:40:00',3,0,75,20,0,2,0,0,0,79,18,1,97
'2016-10-08','14:40:00',4,0,96,5,1,0,3,0,0,75,30,1,105
'2016-10-08','15:00:00',0,0,43,1,0,0,0,0,0,33,11,1,44
'2016-10-08','15:00:00',1,0,82,3,5,1,0,0,0,67,24,1,91
'2016-10-08','15:00:00',2,0,61,3,0,2,0,0,0,51,15,1,66
'2016-10-08','15:00:00',3,0,93,22,1,1,0,0,0,94,23,1,117
'2016-10-08','15:00:00',4,0,86,4,0,1,3,0,0,74,20,1,94
'2016-10-08','15:20:00',0,0,39,1,2,0,0,0,0,31,11,1,42
'2016-10-08','15:20:00',1,0,84,5,2,0,3,0,0,72,22,1,94
'2016-10-08','15:20:00',2,0,62,7,0,0,0,0,0,54,15,1,69
'2016-10-08','15:20:00',3,0,68,15,1,1,0,0,0,60,25,1,85
'2016-10-08','15:20:00',4,0,84,6,1,1,0,0,0,69,23,1,92
'2016-10-08','15:40:00',0,1,38,0,0,1,0,0,0,29,11,1,40
'2016-10-08','15:40:00',1,0,83,9,2,2,3,0,0,78,21,1,99
'2016-10-08','15:40:00',2,0,53,16,0,0,0,0,0,54,15,1,69
'2016-10-08','15:40:00',3,0,81,18,0,0,0,0,0,80,19,1,99
'2016-10-08','15:40:00',4,0,86,5,2,0,1,0,0,64,30,1,94
'2016-10-08','16:00:00',0,0,46,3,0,0,0,0,0,37,12,1,49
'2016-10-08','16:00:00',1,0,83,6,2,2,2,0,0,68,27,1,95
'2016-10-08','16:00:00',2,0,58,3,0,0,0,0,0,44,17,1,61
'2016-10-08','16:00:00',3,0,93,16,0,1,0,0,0,82,28,1,110
'2016-10-08','16:00:00',4,0,69,1,3,1,5,0,0,59,20,1,79
'2016-10-08','16:20:00',0,0,41,3,0,0,0,0,0,38,6,1,44
'2016-10-08','16:20:00',1,0,67,8,4,2,0,0,0,59,22,1,81
'2016-10-08','16:20:00',2,0,56,9,0,0,0,0,0,47,18,1,65
'2016-10-08','16:20:00',3,0,94,13,0,0,0,0,0,76,31,1,107
'2016-10-08','16:20:00',4,0,96,5,2,0,1,0,0,82,22,1,104
'2016-10-08','16:40:00',0,0,33,2,1,0,0,0,0,25,11,1,36
'2016-10-08','16:40:00',1,0,70,8,1,3,0,0,0,67,15,1,82
'2016-10-08','16:40:00',2,0,48,8,0,0,0,0,0,43,13,1,56
'2016-10-08','16:40:00',3,0,87,23,0,1,0,0,0,78,33,1,111
'2016-10-08','16:40:00',4,0,92,3,2,0,1,0,0,64,34,1,98
'2016-10-08','17:00:00',0,0,35,1,0,1,0,0,0,23,14,1,37
'2016-10-08','17:00:00',1,0,85,2,4,0,1,0,0,51,41,1,92
'2016-10-08','17:00:00',2,0,61,2,0,0,0,0,0,43,20,1,63
'2016-10-08','17:00:00',3,0,82,17,0,0,0,0,0,68,31,1,99
'2016-10-08','17:00:00',4,0,81,3,0,1,2,0,0,67,20,1,87
'2016-10-08','17:20:00',0,0,21,0,1,1,0,0,0,17,6,1,23
'2016-10-08','17:20:00',1,0,91,5,2,9,2,0,0,65,44,1,109
'2016-10-08','17:20:00',2,0,54,2,2,2,0,0,0,45,15,1,60
'2016-10-08','17:20:00',3,0,84,20,2,0,0,0,0,77,29,1,106
'2016-10-08','17:20:00',4,0,83,1,2,2,0,0,0,64,24,1,88
'2016-10-08','17:40:00',0,0,24,2,0,0,0,0,0,19,7,1,26
'2016-10-08','17:40:00',1,0,92,5,3,3,1,0,0,67,37,1,104
'2016-10-08','17:40:00',2,0,53,7,0,0,0,0,0,42,18,1,60
'2016-10-08','17:40:00',3,0,79,18,0,2,0,0,0,75,24,1,99
'2016-10-08','17:40:00',4,0,84,1,3,1,0,0,0,54,35,1,89
'2016-10-08','18:00:00',0,0,18,2,0,0,0,0,0,15,5,1,20
'2016-10-08','18:00:00',1,0,78,4,0,1,1,0,0,59,25,1,84
'2016-10-08','18:00:00',2,0,42,4,0,0,0,0,0,27,19,1,46
'2016-10-08','18:00:00',3,0,61,11,0,0,0,0,0,56,16,1,72
'2016-10-08','18:00:00',4,0,57,1,0,1,2,0,0,44,17,1,61
'2016-10-08','18:20:00',0,0,27,1,0,0,0,0,0,16,12,1,28
'2016-10-08','18:20:00',1,0,67,1,0,2,0,0,0,46,24,1,70
'2016-10-08','18:20:00',2,0,50,4,0,0,0,0,0,36,18,1,54
'2016-10-08','18:20:00',3,0,50,15,0,1,0,0,0,49,17,1,66
'2016-10-08','18:20:00',4,0,66,1,2,1,1,0,0,49,22,1,71
'2016-10-08','18:40:00',0,0,19,1,0,0,0,0,0,12,8,1,20
'2016-10-08','18:40:00',1,0,53,4,1,2,1,0,0,47,14,1,61
'2016-10-08','18:40:00',2,0,33,3,0,1,0,0,0,25,12,1,37
'2016-10-08','18:40:00',3,0,41,11,0,0,0,0,0,40,12,1,52
'2016-10-08','18:40:00',4,0,79,1,0,1,0,0,0,45,36,1,81
'2016-10-08','19:00:00',0,0,23,2,0,0,0,0,0,14,11,1,25
'2016-10-08','19:00:00',1,0,42,6,0,2,2,0,0,39,13,1,52
'2016-10-08','19:00:00',2,0,36,8,0,0,0,0,0,29,15,1,44
'2016-10-08','19:00:00',3,0,38,12,0,0,0,0,0,41,9,1,50
'2016-10-08','19:00:00',4,0,44,3,0,2,3,0,0,43,9,1,52
'2016-10-08','19:20:00',0,0,19,2,1,0,0,0,0,17,5,1,22
'2016-10-08','19:20:00',1,0,42,5,0,0,2,0,0,41,8,1,49
'2016-10-08','19:20:00',2,0,36,5,0,0,0,0,0,33,8,1,41
'2016-10-08','19:20:00',3,1,36,14,0,0,0,0,0,37,14,1,51
'2016-10-08','19:20:00',4,0,48,1,0,0,2,0,0,38,13,1,51
'2016-10-08','19:40:00',0,0,15,0,0,0,0,0,0,11,4,1,15
'2016-10-08','19:40:00',1,0,36,3,1,0,0,0,0,29,11,1,40
'2016-10-08','19:40:00',2,0,15,4,0,0,0,0,0,13,6,1,19
'2016-10-08','19:40:00',3,1,36,18,0,0,0,0,0,46,9,1,55
'2016-10-08','19:40:00',4,0,38,0,1,1,2,0,0,31,11,1,42
'2016-10-08','20:00:00',0,0,17,0,0,0,0,0,0,12,5,1,17
'2016-10-08','20:00:00',1,0,21,3,2,1,1,0,0,26,2,1,28
'2016-10-08','20:00:00',2,0,29,4,0,0,0,0,0,23,10,1,33
'2016-10-08','20:00:00',3,0,28,2,1,1,0,0,0,23,9,1,32
'2016-10-08','20:00:00',4,0,44,4,1,1,0,0,0,38,12,1,50
'2016-10-08','20:20:00',0,0,11,1,0,0,0,0,0,9,3,1,12
'2016-10-08','20:20:00',1,0,25,5,0,0,1,0,0,25,6,1,31
'2016-10-08','20:20:00',2,0,26,5,0,0,0,0,0,22,9,1,31
'2016-10-08','20:20:00',3,0,29,9,0,0,0,0,0,30,8,1,38
'2016-10-08','20:20:00',4,0,27,2,1,0,1,0,0,22,9,1,31
'2016-10-08','20:40:00',0,0,13,1,1,0,0,0,0,11,4,1,15
'2016-10-08','20:40:00',1,0,29,5,1,0,1,0,0,29,7,1,36
'2016-10-08','20:40:00',2,0,22,6,0,1,0,0,0,19,10,1,29
'2016-10-08','20:40:00',3,0,30,12,0,0,0,0,0,34,8,1,42
'2016-10-08','20:40:00',4,0,31,0,1,0,0,0,0,24,8,1,32
'2016-10-08','21:00:00',0,0,13,1,0,0,0,0,0,10,4,1,14
'2016-10-08','21:00:00',1,0,25,2,0,0,0,0,0,20,7,1,27
'2016-10-08','21:00:00',2,0,15,6,0,0,0,0,0,14,7,1,21
'2016-10-08','21:00:00',3,0,20,8,0,0,0,0,0,22,6,1,28
'2016-10-08','21:00:00',4,0,22,0,0,0,2,0,0,16,8,1,24
'2016-10-08','21:20:00',0,0,6,1,0,0,0,0,0,7,0,1,7
'2016-10-08','21:20:00',1,0,25,1,1,0,0,0,0,21,6,1,27
'2016-10-08','21:20:00',2,0,16,6,0,0,0,0,0,19,3,1,22
'2016-10-08','21:20:00',3,0,22,7,0,0,0,0,0,23,6,1,29
'2016-10-08','21:20:00',4,0,21,4,0,0,0,0,0,19,6,1,25
'2016-10-08','21:40:00',0,0,15,1,0,0,0,0,0,11,5,1,16
'2016-10-08','21:40:00',1,0,20,3,1,0,1,0,0,16,9,1,25
'2016-10-08','21:40:00',2,0,20,7,0,0,0,0,0,16,11,1,27
'2016-10-08','21:40:00',3,0,17,9,0,0,0,0,0,24,2,1,26
'2016-10-08','21:40:00',4,0,27,0,0,0,1,0,0,20,8,1,28
'2016-10-08','22:00:00',0,0,10,1,0,0,0,0,0,10,1,1,11
'2016-10-08','22:00:00',1,0,14,3,1,1,0,0,0,17,2,1,19
'2016-10-08','22:00:00',2,0,15,0,0,0,0,0,0,12,3,1,15
'2016-10-08','22:00:00',3,0,17,4,0,0,0,0,0,16,5,1,21
'2016-10-08','22:00:00',4,0,17,3,0,0,0,0,0,15,5,1,20
'2016-10-08','22:20:00',0,0,9,1,0,0,0,0,0,10,0,1,10
'2016-10-08','22:20:00',1,0,12,6,0,0,1,0,0,13,6,1,19
'2016-10-08','22:20:00',2,0,6,2,0,0,0,0,0,8,0,1,8
'2016-10-08','22:20:00',3,0,9,5,0,0,0,0,0,11,3,1,14
'2016-10-08','22:20:00',4,0,16,1,0,0,0,0,0,12,5,1,17
'2016-10-08','22:40:00',0,0,10,0,0,0,0,0,0,8,2,1,10
'2016-10-08','22:40:00',1,0,5,1,1,0,0,0,0,7,0,1,7
'2016-10-08','22:40:00',2,0,12,2,0,0,0,0,0,13,1,1,14
'2016-10-08','22:40:00',3,0,10,3,0,0,0,0,0,8,5,1,13
'2016-10-08','22:40:00',4,0,7,2,1,0,0,0,0,6,4,1,10
'2016-10-08','23:00:00',0,0,7,0,0,1,0,0,0,6,2,1,8
'2016-10-08','23:00:00',1,0,3,2,0,0,1,0,0,6,0,1,6
'2016-10-08','23:00:00',2,0,15,2,0,0,0,0,0,13,4,1,17
'2016-10-08','23:00:00',3,0,10,4,0,0,0,0,0,9,5,1,14
'2016-10-08','23:00:00',4,0,6,0,0,0,1,0,0,4,3,1,7
'2016-10-08','23:20:00',0,0,0,1,0,0,0,0,0,1,0,1,1
'2016-10-08','23:20:00',1,0,2,1,0,0,1,0,0,4,0,1,4
'2016-10-08','23:20:00',2,0,1,0,0,0,0,0,0,0,1,1,1
'2016-10-08','23:20:00',3,0,5,4,0,0,0,0,0,8,1,1,9
